"","ensembl_gene_id","ensembl_transcript_id","hgnc_symbol"
"1","ENSG00000116786","ENST00000375799","PLEKHM2"
"2","ENSG00000214114","ENST00000397572","MYCBP"
"3","ENSG00000158246","ENST00000289166","TENT5B"
"4","ENSG00000142583","ENST00000377424","SLC2A5"
"5","ENSG00000204084","ENST00000373027","INPP5B"
"6","ENSG00000142751","ENST00000374135","GPN2"
"7","ENSG00000158828","ENST00000321556","PINK1"
"8","ENSG00000130695","ENST00000451429","CEP85"
"9","ENSG00000130695","ENST00000252992","CEP85"
"10","ENSG00000116237","ENST00000343813","ICMT"
"11","ENSG00000134686","ENST00000373418","PHC2"
"12","ENSG00000134686","ENST00000257118","PHC2"
"13","ENSG00000182749","ENST00000374296","PAQR7"
"14","ENSG00000130939","ENST00000253251","UBE4B"
"15","ENSG00000130939","ENST00000343090","UBE4B"
"16","ENSG00000162444","ENST00000294435","RBP7"
"17","ENSG00000173614","ENST00000403197","NMNAT1"
"18","ENSG00000173614","ENST00000377205","NMNAT1"
"19","ENSG00000162458","ENST00000375766","FBLIM1"
"20","ENSG00000162458","ENST00000441801","FBLIM1"
"21","ENSG00000171603","ENST00000377298","CLSTN1"
"22","ENSG00000171603","ENST00000361311","CLSTN1"
"23","ENSG00000097021","ENST00000361521","ACOT7"
"24","ENSG00000176261","ENST00000468695","ZBTB8OS"
"25","ENSG00000176261","ENST00000373501","ZBTB8OS"
"26","ENSG00000176261","ENST00000465588","ZBTB8OS"
"27","ENSG00000254553","ENST00000480336",""
"28","ENSG00000162511","ENST00000294507","LAPTM5"
"29","ENSG00000196449","ENST00000373044","YRDC"
"30","ENSG00000157873","ENST00000355716","TNFRSF14"
"31","ENSG00000157911","ENST00000288774","PEX10"
"32","ENSG00000157911","ENST00000447513","PEX10"
"33","ENSG00000162585","ENST00000400918","FAAP20"
"34","ENSG00000162585","ENST00000378546","FAAP20"
"35","ENSG00000197312","ENST00000480945","DDI2"
"36","ENSG00000127054","ENST00000435064","INTS11"
"37","ENSG00000127054","ENST00000419704","INTS11"
"38","ENSG00000127054","ENST00000540437","INTS11"
"39","ENSG00000127054","ENST00000545578","INTS11"
"40","ENSG00000127054","ENST00000620829","INTS11"
"41","ENSG00000090273","ENST00000321265","NUDC"
"42","ENSG00000142784","ENST00000361771","WDTC1"
"43","ENSG00000142784","ENST00000319394","WDTC1"
"44","ENSG00000121903","ENST00000361328","ZSCAN20"
"45","ENSG00000158006","ENST00000374282","PAFAH2"
"46","ENSG00000243749","ENST00000373337","TMEM35B"
"47","ENSG00000117118","ENST00000375499","SDHB"
"48","ENSG00000126709","ENST00000361157","IFI6"
"49","ENSG00000126709","ENST00000339145","IFI6"
"50","ENSG00000126709","ENST00000362020","IFI6"
"51","ENSG00000116288","ENST00000493678","PARK7"
"52","ENSG00000131584","ENST00000354700","ACAP3"
"53","ENSG00000065526","ENST00000375759","SPEN"
"54","ENSG00000188807","ENST00000340305","TMEM201"
"55","ENSG00000188807","ENST00000340381","TMEM201"
"56","ENSG00000078369","ENST00000378609","GNB1"
"57","ENSG00000078369","ENST00000610897","GNB1"
"58","ENSG00000078369","ENST00000615252","GNB1"
"59","ENSG00000134644","ENST00000257075","PUM1"
"60","ENSG00000134644","ENST00000426105","PUM1"
"61","ENSG00000133226","ENST00000323848","SRRM1"
"62","ENSG00000132906","ENST00000333868","CASP9"
"63","ENSG00000132906","ENST00000348549","CASP9"
"64","ENSG00000132906","ENST00000375890","CASP9"
"65","ENSG00000163875","ENST00000373075","MEAF6"
"66","ENSG00000163875","ENST00000296214","MEAF6"
"67","ENSG00000163875","ENST00000373073","MEAF6"
"68","ENSG00000187608","ENST00000379389","ISG15"
"69","ENSG00000188786","ENST00000373036","MTF1"
"70","ENSG00000142669","ENST00000270792","SH3BGRL3"
"71","ENSG00000157978","ENST00000374338","LDLRAP1"
"72","ENSG00000116138","ENST00000375847","DNAJC16"
"73","ENSG00000116138","ENST00000616884","DNAJC16"
"74","ENSG00000117713","ENST00000324856","ARID1A"
"75","ENSG00000117713","ENST00000457599","ARID1A"
"76","ENSG00000162542","ENST00000294543","TMCO4"
"77","ENSG00000196182","ENST00000373129","STK40"
"78","ENSG00000196182","ENST00000373130","STK40"
"79","ENSG00000162520","ENST00000409190","SYNC"
"80","ENSG00000162520","ENST00000373484","SYNC"
"81","ENSG00000134698","ENST00000373210","AGO4"
"82","ENSG00000092847","ENST00000373206","AGO1"
"83","ENSG00000092847","ENST00000373204","AGO1"
"84","ENSG00000188976","ENST00000327044","NOC2L"
"85","ENSG00000131591","ENST00000379339","C1orf159"
"86","ENSG00000077549","ENST00000264203","CAPZB"
"87","ENSG00000077549","ENST00000375142","CAPZB"
"88","ENSG00000077549","ENST00000433834","CAPZB"
"89","ENSG00000077549","ENST00000264202","CAPZB"
"90","ENSG00000126705","ENST00000374011","AHDC1"
"91","ENSG00000181773","ENST00000374024","GPR3"
"92","ENSG00000142733","ENST00000374040","MAP3K6"
"93","ENSG00000142733","ENST00000493901","MAP3K6"
"94","ENSG00000158062","ENST00000314675","UBXN11"
"95","ENSG00000134690","ENST00000373055","CDCA8"
"96","ENSG00000160087","ENST00000349431","UBE2J2"
"97","ENSG00000160087","ENST00000400930","UBE2J2"
"98","ENSG00000160087","ENST00000347370","UBE2J2"
"99","ENSG00000183386","ENST00000373016","FHL3"
"100","ENSG00000090432","ENST00000264198","MUL1"
"101","ENSG00000177000","ENST00000376592","MTHFR"
"102","ENSG00000177000","ENST00000376590","MTHFR"
"103","ENSG00000177000","ENST00000376583","MTHFR"
"104","ENSG00000183726","ENST00000374358","TMEM50A"
"105","ENSG00000198912","ENST00000361605","C1orf174"
"106","ENSG00000142684","ENST00000374266","ZNF593"
"107","ENSG00000157916","ENST00000605895","RER1"
"108","ENSG00000116353","ENST00000373791","MECR"
"109","ENSG00000116353","ENST00000263702","MECR"
"110","ENSG00000092853","ENST00000251195","CLSPN"
"111","ENSG00000092853","ENST00000318121","CLSPN"
"112","ENSG00000092853","ENST00000373220","CLSPN"
"113","ENSG00000198746","ENST00000361720","GPATCH3"
"114","ENSG00000171621","ENST00000328089","SPSB1"
"115","ENSG00000169972","ENST00000379031","PUSL1"
"116","ENSG00000171608","ENST00000377346","PIK3CD"
"117","ENSG00000163877","ENST00000296215","SNIP1"
"118","ENSG00000163874","ENST00000373087","ZC3H12A"
"119","ENSG00000178585","ENST00000377263","CTNNBIP1"
"120","ENSG00000204160","ENST00000374142","ZDHHC18"
"121","ENSG00000188529","ENST00000344989","SRSF10"
"122","ENSG00000188529","ENST00000453840","SRSF10"
"123","ENSG00000188529","ENST00000484146","SRSF10"
"124","ENSG00000188529","ENST00000374452","SRSF10"
"125","ENSG00000188529","ENST00000374453","SRSF10"
"126","ENSG00000188529","ENST00000343255","SRSF10"
"127","ENSG00000188529","ENST00000492112","SRSF10"
"128","ENSG00000184677","ENST00000404138","ZBTB40"
"129","ENSG00000184677","ENST00000374651","ZBTB40"
"130","ENSG00000116285","ENST00000377482","ERRFI1"
"131","ENSG00000197982","ENST00000373042","C1orf122"
"132","ENSG00000011021","ENST00000346436","CLCN6"
"133","ENSG00000011021","ENST00000312413","CLCN6"
"134","ENSG00000040487","ENST00000375153","PQLC2"
"135","ENSG00000142634","ENST00000375980","EFHD2"
"136","ENSG00000117640","ENST00000374301","MTFR1L"
"137","ENSG00000117640","ENST00000466284","MTFR1L"
"138","ENSG00000054118","ENST00000354618","THRAP3"
"139","ENSG00000126070","ENST00000373191","AGO3"
"140","ENSG00000126070","ENST00000246314","AGO3"
"141","ENSG00000127483","ENST00000312239","HP1BP3"
"142","ENSG00000142920","ENST00000294517","AZIN2"
"143","ENSG00000142920","ENST00000373441","AZIN2"
"144","ENSG00000181817","ENST00000315732","LSM10"
"145","ENSG00000162441","ENST00000377223","LZIC"
"146","ENSG00000157881","ENST00000378466","PANK4"
"147","ENSG00000117682","ENST00000525682","DHDDS"
"148","ENSG00000117682","ENST00000236342","DHDDS"
"149","ENSG00000117682","ENST00000526219","DHDDS"
"150","ENSG00000117682","ENST00000360009","DHDDS"
"151","ENSG00000116151","ENST00000378531","MORN1"
"152","ENSG00000116151","ENST00000378529","MORN1"
"153","ENSG00000116663","ENST00000376753","FBXO6"
"154","ENSG00000171729","ENST00000428417","TMEM51"
"155","ENSG00000053372","ENST00000330263","MRTO4"
"156","ENSG00000074800","ENST00000234590","ENO1"
"157","ENSG00000176022","ENST00000379198","B3GALT6"
"158","ENSG00000116809","ENST00000375743","ZBTB17"
"159","ENSG00000116809","ENST00000375733","ZBTB17"
"160","ENSG00000116954","ENST00000373001","RRAGC"
"161","ENSG00000090020","ENST00000263980","SLC9A1"
"162","ENSG00000060642","ENST00000374145","PIGV"
"163","ENSG00000162545","ENST00000375078","CAMK2N1"
"164","ENSG00000158747","ENST00000602662","NBL1"
"165","ENSG00000158747","ENST00000375136","NBL1"
"166","ENSG00000204178","ENST00000374343","MACO1"
"167","ENSG00000204178","ENST00000399766","MACO1"
"168","ENSG00000198492","ENST00000373812","YTHDF2"
"169","ENSG00000198492","ENST00000541996","YTHDF2"
"170","ENSG00000186501","ENST00000611517","TMEM222"
"171","ENSG00000173436","ENST00000322753","MINOS1"
"172","ENSG00000173436","ENST00000617872","MINOS1"
"173","ENSG00000188157","ENST00000379370","AGRN"
"174","ENSG00000078808","ENST00000360001","SDF4"
"175","ENSG00000078808","ENST00000263741","SDF4"
"176","ENSG00000244038","ENST00000602624","DDOST"
"177","ENSG00000244038","ENST00000415136","DDOST"
"178","ENSG00000049239","ENST00000377403","H6PD"
"179","ENSG00000162490","ENST00000294485","DRAXIN"
"180","ENSG00000116922","ENST00000358011","C1orf109"
"181","ENSG00000116898","ENST00000373116","MRPS15"
"182","ENSG00000116514","ENST00000373456","RNF19B"
"183","ENSG00000116514","ENST00000356990","RNF19B"
"184","ENSG00000116514","ENST00000235150","RNF19B"
"185","ENSG00000004455","ENST00000480134","AK2"
"186","ENSG00000004455","ENST00000629371","AK2"
"187","ENSG00000116885","ENST00000354267","OSCP1"
"188","ENSG00000116885","ENST00000356637","OSCP1"
"189","ENSG00000116863","ENST00000373178","ADPRHL2"
"190","ENSG00000127423","ENST00000374298","AUNIP"
"191","ENSG00000127423","ENST00000538789","AUNIP"
"192","ENSG00000162430","ENST00000361547","SELENON"
"193","ENSG00000162430","ENST00000374315","SELENON"
"194","ENSG00000132879","ENST00000251546","FBXO44"
"195","ENSG00000132879","ENST00000376768","FBXO44"
"196","ENSG00000132879","ENST00000376770","FBXO44"
"197","ENSG00000116670","ENST00000235310","MAD2L2"
"198","ENSG00000175087","ENST00000374271","PDIK1L"
"199","ENSG00000116497","ENST00000373475","S100PBP"
"200","ENSG00000120656","ENST00000263974","TAF12"
"201","ENSG00000054116","ENST00000373166","TRAPPC3"
"202","ENSG00000054116","ENST00000617904","TRAPPC3"
"203","ENSG00000054116","ENST00000616074","TRAPPC3"
"204","ENSG00000054116","ENST00000616395","TRAPPC3"
"205","ENSG00000116871","ENST00000316156","MAP7D1"
"206","ENSG00000116871","ENST00000373150","MAP7D1"
"207","ENSG00000116871","ENST00000373151","MAP7D1"
"208","ENSG00000134668","ENST00000360482","SPOCD1"
"209","ENSG00000134668","ENST00000533231","SPOCD1"
"210","ENSG00000116731","ENST00000235372","PRDM2"
"211","ENSG00000116731","ENST00000311066","PRDM2"
"212","ENSG00000183520","ENST00000373014","UTP11"
"213","ENSG00000183431","ENST00000373019","SF3A3"
"214","ENSG00000169914","ENST00000375120","OTUD3"
"215","ENSG00000177674","ENST00000376637","AGTRAP"
"216","ENSG00000177674","ENST00000400895","AGTRAP"
"217","ENSG00000177674","ENST00000376629","AGTRAP"
"218","ENSG00000177674","ENST00000314340","AGTRAP"
"219","ENSG00000160094","ENST00000539719","ZNF362"
"220","ENSG00000163879","ENST00000296218","DNALI1"
"221","ENSG00000134697","ENST00000373062","GNL2"
"222","ENSG00000142686","ENST00000270815","C1orf216"
"223","ENSG00000126067","ENST00000373237","PSMB2"
"224","ENSG00000126067","ENST00000621781","PSMB2"
"225","ENSG00000117602","ENST00000425530","RCAN3"
"226","ENSG00000117602","ENST00000412742","RCAN3"
"227","ENSG00000117602","ENST00000618490","RCAN3"
"228","ENSG00000117602","ENST00000538532","RCAN3"
"229","ENSG00000116525","ENST00000291416","TRIM62"
"230","ENSG00000116525","ENST00000543586","TRIM62"
"231","ENSG00000121766","ENST00000373714","ZCCHC17"
"232","ENSG00000121766","ENST00000627541","ZCCHC17"
"233","ENSG00000121766","ENST00000618216","ZCCHC17"
"234","ENSG00000121766","ENST00000616393","ZCCHC17"
"235","ENSG00000160058","ENST00000455895","BSDC1"
"236","ENSG00000160058","ENST00000341071","BSDC1"
"237","ENSG00000160058","ENST00000526031","BSDC1"
"238","ENSG00000160058","ENST00000419121","BSDC1"
"239","ENSG00000160058","ENST00000446293","BSDC1"
"240","ENSG00000049247","ENST00000361696","UTS2"
"241","ENSG00000049247","ENST00000054668","UTS2"
"242","ENSG00000221978","ENST00000400809","CCNL2"
"243","ENSG00000221978","ENST00000408918","CCNL2"
"244","ENSG00000175756","ENST00000338370","AURKAIP1"
"245","ENSG00000171735","ENST00000473578","CAMTA1"
"246","ENSG00000171735","ENST00000557126","CAMTA1"
"247","ENSG00000048707","ENST00000620676","VPS13D"
"248","ENSG00000048707","ENST00000613099","VPS13D"
"249","ENSG00000159363","ENST00000341676","ATP13A2"
"250","ENSG00000159363","ENST00000452699","ATP13A2"
"251","ENSG00000083444","ENST00000196061","PLOD1"
"252","ENSG00000120942","ENST00000376810","UBIAD1"
"253","ENSG00000120942","ENST00000376804","UBIAD1"
"254","ENSG00000142687","ENST00000325722","KIAA0319L"
"255","ENSG00000057757","ENST00000246151","PITHD1"
"256","ENSG00000204219","ENST00000450454","TCEA3"
"257","ENSG00000179163","ENST00000374479","FUCA1"
"258","ENSG00000127481","ENST00000375254","UBR4"
"259","ENSG00000204138","ENST00000373839","PHACTR4"
"260","ENSG00000142694","ENST00000270824","EVA1B"
"261","ENSG00000162419","ENST00000373816","GMEB1"
"262","ENSG00000162419","ENST00000294409","GMEB1"
"263","ENSG00000008130","ENST00000341426","NADK"
"264","ENSG00000008130","ENST00000378625","NADK"
"265","ENSG00000008130","ENST00000342348","NADK"
"266","ENSG00000117318","ENST00000374561","ID3"
"267","ENSG00000053371","ENST00000235835","AKR7A2"
"268","ENSG00000116350","ENST00000373795","SRSF4"
"269","ENSG00000187961","ENST00000338591","KLHL17"
"270","ENSG00000171824","ENST00000304457","EXOSC10"
"271","ENSG00000171824","ENST00000376936","EXOSC10"
"272","ENSG00000163866","ENST00000521580","SMIM12"
"273","ENSG00000116213","ENST00000270708","WRAP73"
"274","ENSG00000116273","ENST00000377648","PHF13"
"275","ENSG00000162413","ENST00000377658","KLHL21"
"276","ENSG00000175130","ENST00000329421","MARCKSL1"
"277","ENSG00000169598","ENST00000338895","DFFB"
"278","ENSG00000127463","ENST00000477853","EMC1"
"279","ENSG00000127463","ENST00000375199","EMC1"
"280","ENSG00000127463","ENST00000375208","EMC1"
"281","ENSG00000159423","ENST00000375341","ALDH4A1"
"282","ENSG00000159423","ENST00000538839","ALDH4A1"
"283","ENSG00000142798","ENST00000374695","HSPG2"
"284","ENSG00000117632","ENST00000426559","STMN1"
"285","ENSG00000117632","ENST00000399728","STMN1"
"286","ENSG00000162517","ENST00000373703","PEF1"
"287","ENSG00000020129","ENST00000373253","NCDN"
"288","ENSG00000020129","ENST00000373243","NCDN"
"289","ENSG00000088280","ENST00000336689","ASAP3"
"290","ENSG00000001461","ENST00000003912","NIPAL3"
"291","ENSG00000001461","ENST00000358028","NIPAL3"
"292","ENSG00000001461","ENST00000339255","NIPAL3"
"293","ENSG00000160051","ENST00000291358","IQCC"
"294","ENSG00000160051","ENST00000537469","IQCC"
"295","ENSG00000084623","ENST00000373586","EIF3I"
"296","ENSG00000197056","ENST00000611874","ZMYM1"
"297","ENSG00000160055","ENST00000309777","TMEM234"
"298","ENSG00000117305","ENST00000374490","HMGCL"
"299","ENSG00000117305","ENST00000436439","HMGCL"
"300","ENSG00000116198","ENST00000378230","CEP104"
"301","ENSG00000074964","ENST00000361221","ARHGEF10L"
"302","ENSG00000134684","ENST00000373477","YARS"
"303","ENSG00000117614","ENST00000236273","SYF2"
"304","ENSG00000117614","ENST00000354361","SYF2"
"305","ENSG00000180198","ENST00000373833","RCC1"
"306","ENSG00000180198","ENST00000373831","RCC1"
"307","ENSG00000160075","ENST00000291386","SSU72"
"308","ENSG00000009780","ENST00000373954","FAM76A"
"309","ENSG00000009780","ENST00000419687","FAM76A"
"310","ENSG00000009780","ENST00000234549","FAM76A"
"311","ENSG00000009780","ENST00000373949","FAM76A"
"312","ENSG00000009780","ENST00000010299","FAM76A"
"313","ENSG00000189337","ENST00000376030","KAZN"
"314","ENSG00000189337","ENST00000503743","KAZN"
"315","ENSG00000157933","ENST00000378536","SKI"
"316","ENSG00000168528","ENST00000373710","SERINC2"
"317","ENSG00000168528","ENST00000373709","SERINC2"
"318","ENSG00000168528","ENST00000536384","SERINC2"
"319","ENSG00000131697","ENST00000378156","NPHP4"
"320","ENSG00000060688","ENST00000263694","SNRNP40"
"321","ENSG00000162512","ENST00000339394","SDC3"
"322","ENSG00000060656","ENST00000345512","PTPRU"
"323","ENSG00000060656","ENST00000373779","PTPRU"
"324","ENSG00000060656","ENST00000428026","PTPRU"
"325","ENSG00000060656","ENST00000460170","PTPRU"
"326","ENSG00000198793","ENST00000361445","MTOR"
"327","ENSG00000025800","ENST00000373625","KPNA6"
"328","ENSG00000117616","ENST00000243189","RSRP1"
"329","ENSG00000160062","ENST00000373510","ZBTB8A"
"330","ENSG00000160062","ENST00000316459","ZBTB8A"
"331","ENSG00000180098","ENST00000373830","TRNAU1AP"
"332","ENSG00000142676","ENST00000374550","RPL11"
"333","ENSG00000169504","ENST00000374379","CLIC4"
"334","ENSG00000116478","ENST00000373548","HDAC1"
"335","ENSG00000162551","ENST00000374840","ALPL"
"336","ENSG00000162551","ENST00000539907","ALPL"
"337","ENSG00000162551","ENST00000540617","ALPL"
"338","ENSG00000146463","ENST00000314607","ZMYM4"
"339","ENSG00000130764","ENST00000378251","LRRC47"
"340","ENSG00000130772","ENST00000373842","MED18"
"341","ENSG00000130766","ENST00000253063","SESN2"
"342","ENSG00000121775","ENST00000336294","TMEM39B"
"343","ENSG00000121774","ENST00000327300","KHDRBS1"
"344","ENSG00000121774","ENST00000492989","KHDRBS1"
"345","ENSG00000126698","ENST00000263697","DNAJC8"
"346","ENSG00000130770","ENST00000497986","ATP5IF1"
"347","ENSG00000130770","ENST00000335514","ATP5IF1"
"348","ENSG00000130770","ENST00000465645","ATP5IF1"
"349","ENSG00000049246","ENST00000613533","PER3"
"350","ENSG00000049246","ENST00000614998","PER3"
"351","ENSG00000007968","ENST00000361729","E2F2"
"352","ENSG00000255275","ENST00000494072",""
"353","ENSG00000169991","ENST00000455833","IFFO2"
"354","ENSG00000117308","ENST00000617979","GALE"
"355","ENSG00000075151","ENST00000264211","EIF4G3"
"356","ENSG00000075151","ENST00000602326","EIF4G3"
"357","ENSG00000075151","ENST00000400422","EIF4G3"
"358","ENSG00000075151","ENST00000356916","EIF4G3"
"359","ENSG00000004487","ENST00000356634","KDM1A"
"360","ENSG00000004487","ENST00000400181","KDM1A"
"361","ENSG00000184007","ENST00000602725","PTP4A2"
"362","ENSG00000184007","ENST00000457805","PTP4A2"
"363","ENSG00000184007","ENST00000602683","PTP4A2"
"364","ENSG00000120948","ENST00000240185","TARDBP"
"365","ENSG00000007923","ENST00000377577","DNAJC11"
"366","ENSG00000271741","ENST00000487874",""
"367","ENSG00000179403","ENST00000338660","VWA1"
"368","ENSG00000179403","ENST00000476993","VWA1"
"369","ENSG00000090686","ENST00000308271","USP48"
"370","ENSG00000090686","ENST00000421625","USP48"
"371","ENSG00000090686","ENST00000400301","USP48"
"372","ENSG00000078900","ENST00000378295","TP73"
"373","ENSG00000078900","ENST00000604074","TP73"
"374","ENSG00000078900","ENST00000354437","TP73"
"375","ENSG00000078900","ENST00000357733","TP73"
"376","ENSG00000078900","ENST00000346387","TP73"
"377","ENSG00000011007","ENST00000418390","ELOA"
"378","ENSG00000133216","ENST00000400191","EPHB2"
"379","ENSG00000133216","ENST00000374632","EPHB2"
"380","ENSG00000117751","ENST00000311772","PPP1R8"
"381","ENSG00000117751","ENST00000236412","PPP1R8"
"382","ENSG00000117751","ENST00000373931","PPP1R8"
"383","ENSG00000049245","ENST00000054666","VAMP3"
"384","ENSG00000117122","ENST00000375534","MFAP2"
"385","ENSG00000117122","ENST00000375535","MFAP2"
"386","ENSG00000107404","ENST00000378891","DVL1"
"387","ENSG00000107404","ENST00000378888","DVL1"
"388","ENSG00000197530","ENST00000520777","MIB2"
"389","ENSG00000197530","ENST00000355826","MIB2"
"390","ENSG00000197530","ENST00000518681","MIB2"
"391","ENSG00000197530","ENST00000505820","MIB2"
"392","ENSG00000197530","ENST00000378712","MIB2"
"393","ENSG00000125945","ENST00000314011","ZNF436"
"394","ENSG00000125944","ENST00000478691","HNRNPR"
"395","ENSG00000125944","ENST00000374616","HNRNPR"
"396","ENSG00000125944","ENST00000374612","HNRNPR"
"397","ENSG00000125944","ENST00000606561","HNRNPR"
"398","ENSG00000125944","ENST00000427764","HNRNPR"
"399","ENSG00000160050","ENST00000373602","CCDC28B"
"400","ENSG00000160050","ENST00000421922","CCDC28B"
"401","ENSG00000158161","ENST00000373871","EYA3"
"402","ENSG00000158161","ENST00000373863","EYA3"
"403","ENSG00000158161","ENST00000540618","EYA3"
"404","ENSG00000158161","ENST00000436342","EYA3"
"405","ENSG00000158156","ENST00000373884","XKR8"
"406","ENSG00000116649","ENST00000376957","SRM"
"407","ENSG00000130775","ENST00000373927","THEMIS2"
"408","ENSG00000130775","ENST00000373921","THEMIS2"
"409","ENSG00000130775","ENST00000328928","THEMIS2"
"410","ENSG00000116688","ENST00000235329","MFN2"
"411","ENSG00000277726","ENST00000614757",""
"412","ENSG00000277726","ENST00000611136",""
"413","ENSG00000142655","ENST00000356607","PEX14"
"414","ENSG00000054523","ENST00000377093","KIF1B"
"415","ENSG00000054523","ENST00000263934","KIF1B"
"416","ENSG00000116560","ENST00000357214","SFPQ"
"417","ENSG00000169641","ENST00000302291","LUZP1"
"418","ENSG00000084652","ENST00000373609","TXLNA"
"419","ENSG00000163867","ENST00000357182","ZMYM6"
"420","ENSG00000142599","ENST00000337907","RERE"
"421","ENSG00000142599","ENST00000476556","RERE"
"422","ENSG00000175279","ENST00000309048","CENPS"
"423","ENSG00000204478","ENST00000316412","PRAMEF20"
"424","ENSG00000058453","ENST00000375541","CROCC"
"425","ENSG00000179051","ENST00000375436","RCC2"
"426","ENSG00000162496","ENST00000616661","DHRS3"
"427","ENSG00000158109","ENST00000378344","TPRG1L"
"428","ENSG00000157870","ENST00000419916","PRXL2B"
"429","ENSG00000157870","ENST00000537325","PRXL2B"
"430","ENSG00000157870","ENST00000444521","PRXL2B"
"431","ENSG00000157870","ENST00000378425","PRXL2B"
"432","ENSG00000162591","ENST00000356575","MEGF6"
"433","ENSG00000142657","ENST00000270776","PGD"
"434","ENSG00000117748","ENST00000373912","RPA2"
"435","ENSG00000117748","ENST00000373909","RPA2"
"436","ENSG00000219481","ENST00000420513","NBPF1"
"437","ENSG00000251503","ENST00000400900","CENPS-CORT"
"438","ENSG00000251503","ENST00000470413","CENPS-CORT"
"439","ENSG00000251503","ENST00000602787","CENPS-CORT"
"440","ENSG00000142627","ENST00000358432","EPHA2"
"441","ENSG00000116726","ENST00000357726","PRAMEF12"
"442","ENSG00000041988","ENST00000054650","THAP3"
"443","ENSG00000041988","ENST00000307896","THAP3"
"444","ENSG00000041988","ENST00000377627","THAP3"
"445","ENSG00000037637","ENST00000375592","FBXO42"
"446","ENSG00000162408","ENST00000377705","NOL9"
"447","ENSG00000224051","ENST00000343938","CPTP"
"448","ENSG00000157191","ENST00000337132","NECAP2"
"449","ENSG00000157191","ENST00000457722","NECAP2"
"450","ENSG00000157191","ENST00000443980","NECAP2"
"451","ENSG00000160049","ENST00000377038","DFFA"
"452","ENSG00000160049","ENST00000377036","DFFA"
"453","ENSG00000117298","ENST00000415912","ECE1"
"454","ENSG00000117298","ENST00000357071","ECE1"
"455","ENSG00000242485","ENST00000344843","MRPL20"
"456","ENSG00000117758","ENST00000373943","STX12"
"457","ENSG00000162576","ENST00000309212","MXRA8"
"458","ENSG00000162576","ENST00000445648","MXRA8"
"459","ENSG00000162576","ENST00000477278","MXRA8"
"460","ENSG00000162576","ENST00000342753","MXRA8"
"461","ENSG00000055070","ENST00000401088","SZRD1"
"462","ENSG00000055070","ENST00000471507","SZRD1"
"463","ENSG00000204859","ENST00000377674","ZBTB48"
"464","ENSG00000116691","ENST00000235332","MIIP"
"465","ENSG00000137955","ENST00000319942","RABGGTB"
"466","ENSG00000116791","ENST00000370872","CRYZ"
"467","ENSG00000116791","ENST00000370871","CRYZ"
"468","ENSG00000116791","ENST00000417775","CRYZ"
"469","ENSG00000162623","ENST00000370867","TYW3"
"470","ENSG00000162623","ENST00000457880","TYW3"
"471","ENSG00000274944","ENST00000489803",""
"472","ENSG00000274944","ENST00000489575",""
"473","ENSG00000274944","ENST00000621281",""
"474","ENSG00000116717","ENST00000617962","GADD45A"
"475","ENSG00000116717","ENST00000370986","GADD45A"
"476","ENSG00000116717","ENST00000370985","GADD45A"
"477","ENSG00000086015","ENST00000361297","MAST2"
"478","ENSG00000159592","ENST00000355105","GPBP1L1"
"479","ENSG00000117620","ENST00000533028","SLC35A3"
"480","ENSG00000162613","ENST00000370768","FUBP1"
"481","ENSG00000278139","ENST00000540385",""
"482","ENSG00000172380","ENST00000370982","GNG12"
"483","ENSG00000116729","ENST00000354777","WLS"
"484","ENSG00000116729","ENST00000262348","WLS"
"485","ENSG00000116729","ENST00000370976","WLS"
"486","ENSG00000067208","ENST00000370331","EVI5"
"487","ENSG00000067208","ENST00000540033","EVI5"
"488","ENSG00000127124","ENST00000372583","HIVEP3"
"489","ENSG00000127124","ENST00000372584","HIVEP3"
"490","ENSG00000169174","ENST00000302118","PCSK9"
"491","ENSG00000123472","ENST00000576409","ATPAF1"
"492","ENSG00000123472","ENST00000329231","ATPAF1"
"493","ENSG00000123472","ENST00000532925","ATPAF1"
"494","ENSG00000123472","ENST00000542495","ATPAF1"
"495","ENSG00000122420","ENST00000370757","PTGFR"
"496","ENSG00000122420","ENST00000370756","PTGFR"
"497","ENSG00000152763","ENST00000371026","WDR78"
"498","ENSG00000152763","ENST00000371023","WDR78"
"499","ENSG00000156876","ENST00000287482","SASS6"
"500","ENSG00000162627","ENST00000529992","SNX7"
"501","ENSG00000162627","ENST00000306121","SNX7"
"502","ENSG00000078618","ENST00000352171","NRDC"
"503","ENSG00000078618","ENST00000354831","NRDC"
"504","ENSG00000078618","ENST00000539524","NRDC"
"505","ENSG00000117000","ENST00000372771","RLF"
"506","ENSG00000126091","ENST00000347631","ST3GAL3"
"507","ENSG00000126091","ENST00000361400","ST3GAL3"
"508","ENSG00000126091","ENST00000372374","ST3GAL3"
"509","ENSG00000126091","ENST00000361392","ST3GAL3"
"510","ENSG00000126091","ENST00000351035","ST3GAL3"
"511","ENSG00000126091","ENST00000262915","ST3GAL3"
"512","ENSG00000126091","ENST00000372368","ST3GAL3"
"513","ENSG00000067334","ENST00000436063","DNTTIP2"
"514","ENSG00000254685","ENST00000370898","FPGT"
"515","ENSG00000118454","ENST00000370944","ANKRD13C"
"516","ENSG00000117010","ENST00000372699","ZNF684"
"517","ENSG00000171872","ENST00000372299","KLF17"
"518","ENSG00000122435","ENST00000370141","TRMT13"
"519","ENSG00000283761","ENST00000638968",""
