"","ensembl_gene_id","ensembl_transcript_id","hgnc_symbol"
"3720","ENSG00000111371","ENST00000439706","SLC38A1"
"3721","ENSG00000111371","ENST00000546893","SLC38A1"
"3722","ENSG00000111371","ENST00000552197","SLC38A1"
"3723","ENSG00000152556","ENST00000359794","PFKM"
"3724","ENSG00000139154","ENST00000398864","AEBP2"
"3725","ENSG00000139154","ENST00000266508","AEBP2"
"3726","ENSG00000139154","ENST00000360995","AEBP2"
"3727","ENSG00000064199","ENST00000532692","SPA17"
"3728","ENSG00000111215","ENST00000544994","PRR4"
"3729","ENSG00000111215","ENST00000228811","PRR4"
"3730","ENSG00000154096","ENST00000284240","THY1"
"3731","ENSG00000133687","ENST00000256062","TMTC1"
"3732","ENSG00000133687","ENST00000551659","TMTC1"
"3733","ENSG00000064763","ENST00000536681","FAR2"
"3734","ENSG00000064763","ENST00000547116","FAR2"
"3735","ENSG00000133703","ENST00000311936","KRAS"
"3736","ENSG00000133703","ENST00000256078","KRAS"
"3737","ENSG00000139132","ENST00000531134","FGD4"
"3738","ENSG00000139132","ENST00000427716","FGD4"
"3739","ENSG00000139132","ENST00000546442","FGD4"
"3740","ENSG00000139132","ENST00000525053","FGD4"
"3741","ENSG00000060138","ENST00000279550","YBX3"
"3742","ENSG00000060138","ENST00000228251","YBX3"
"3743","ENSG00000008394","ENST00000535309","MGST1"
"3744","ENSG00000008394","ENST00000396209","MGST1"
"3745","ENSG00000048540","ENST00000540445","LMO3"
"3746","ENSG00000048540","ENST00000261169","LMO3"
"3747","ENSG00000110002","ENST00000456829","VWA5A"
"3748","ENSG00000110002","ENST00000449321","VWA5A"
"3749","ENSG00000134909","ENST00000310343","ARHGAP32"
"3750","ENSG00000134909","ENST00000392657","ARHGAP32"
"3751","ENSG00000013583","ENST00000014930","HEBP1"
"3752","ENSG00000139116","ENST00000361961","KIF21A"
"3753","ENSG00000139116","ENST00000544797","KIF21A"
"3754","ENSG00000139116","ENST00000361418","KIF21A"
"3755","ENSG00000139116","ENST00000541463","KIF21A"
"3756","ENSG00000065970","ENST00000162391","FOXJ2"
"3757","ENSG00000154133","ENST00000306534","ROBO4"
"3758","ENSG00000154133","ENST00000533054","ROBO4"
"3759","ENSG00000213782","ENST00000352940","DDX47"
"3760","ENSG00000213782","ENST00000358007","DDX47"
"3761","ENSG00000111276","ENST00000228872","CDKN1B"
"3762","ENSG00000111269","ENST00000228865","CREBL2"
"3763","ENSG00000073614","ENST00000399788","KDM5A"
"3764","ENSG00000177675","ENST00000313599","CD163L1"
"3765","ENSG00000177675","ENST00000416109","CD163L1"
"3766","ENSG00000198001","ENST00000613694","IRAK4"
"3767","ENSG00000198001","ENST00000431837","IRAK4"
"3768","ENSG00000111665","ENST00000422785","CDCA3"
"3769","ENSG00000111665","ENST00000538862","CDCA3"
"3770","ENSG00000111665","ENST00000229265","CDCA3"
"3771","ENSG00000111665","ENST00000540683","CDCA3"
"3772","ENSG00000126746","ENST00000319770","ZNF384"
"3773","ENSG00000126746","ENST00000396801","ZNF384"
"3774","ENSG00000126746","ENST00000355772","ZNF384"
"3775","ENSG00000110080","ENST00000227495","ST3GAL4"
"3776","ENSG00000110080","ENST00000526727","ST3GAL4"
"3777","ENSG00000154144","ENST00000441174","TBRG1"
"3778","ENSG00000064115","ENST00000343028","TM7SF3"
"3779","ENSG00000087470","ENST00000452533","DNM1L"
"3780","ENSG00000087470","ENST00000553257","DNM1L"
"3781","ENSG00000087470","ENST00000549701","DNM1L"
"3782","ENSG00000087470","ENST00000358214","DNM1L"
"3783","ENSG00000087470","ENST00000266481","DNM1L"
"3784","ENSG00000087470","ENST00000547312","DNM1L"
"3785","ENSG00000087470","ENST00000381000","DNM1L"
"3786","ENSG00000087470","ENST00000414834","DNM1L"
"3787","ENSG00000023697","ENST00000428559","DERA"
"3788","ENSG00000023697","ENST00000532964","DERA"
"3789","ENSG00000149557","ENST00000278919","FEZ1"
"3790","ENSG00000165495","ENST00000298282","PKNOX2"
"3791","ENSG00000111321","ENST00000539925","LTBR"
"3792","ENSG00000111321","ENST00000228918","LTBR"
"3793","ENSG00000134294","ENST00000256689","SLC38A2"
"3794","ENSG00000134294","ENST00000612232","SLC38A2"
"3795","ENSG00000029153","ENST00000546179","ARNTL2"
"3796","ENSG00000029153","ENST00000266503","ARNTL2"
"3797","ENSG00000182326","ENST00000406697","C1S"
"3798","ENSG00000215021","ENST00000535923","PHB2"
"3799","ENSG00000215021","ENST00000440277","PHB2"
"3800","ENSG00000070018","ENST00000261349","LRP6"
"3801","ENSG00000149554","ENST00000427383","CHEK1"
"3802","ENSG00000149554","ENST00000532449","CHEK1"
"3803","ENSG00000149554","ENST00000438015","CHEK1"
"3804","ENSG00000255639","ENST00000543979",""
"3805","ENSG00000134531","ENST00000256951","EMP1"
"3806","ENSG00000130038","ENST00000440314","CRACR2A"
"3807","ENSG00000130038","ENST00000252322","CRACR2A"
"3808","ENSG00000154146","ENST00000284292","NRGN"
"3809","ENSG00000165714","ENST00000314565","BORCS5"
"3810","ENSG00000165714","ENST00000298571","BORCS5"
"3811","ENSG00000123104","ENST00000381340","ITPR2"
"3812","ENSG00000123096","ENST00000422622","SSPN"
"3813","ENSG00000133704","ENST00000256079","IPO8"
"3814","ENSG00000133704","ENST00000544829","IPO8"
"3815","ENSG00000211455","ENST00000389032","STK38L"
"3816","ENSG00000171792","ENST00000461997","RHNO1"
"3817","ENSG00000171792","ENST00000618250","RHNO1"
"3818","ENSG00000151498","ENST00000281182","ACAD8"
"3819","ENSG00000126749","ENST00000599672","EMG1"
"3820","ENSG00000126749","ENST00000607161","EMG1"
"3821","ENSG00000126749","ENST00000261406","EMG1"
"3822","ENSG00000111684","ENST00000261407","LPCAT3"
"3823","ENSG00000139218","ENST00000369367","SCAF11"
"3824","ENSG00000139131","ENST00000324868","YARS2"
"3825","ENSG00000139083","ENST00000396373","ETV6"
"3826","ENSG00000134910","ENST00000392708","STT3A"
"3827","ENSG00000134910","ENST00000531491","STT3A"
"3828","ENSG00000149548","ENST00000344762","CCDC15"
"3829","ENSG00000182667","ENST00000374791","NTM"
"3830","ENSG00000182667","ENST00000374786","NTM"
"3831","ENSG00000182667","ENST00000425719","NTM"
"3832","ENSG00000060237","ENST00000535572","WNK1"
"3833","ENSG00000060237","ENST00000315939","WNK1"
"3834","ENSG00000060237","ENST00000340908","WNK1"
"3835","ENSG00000139192","ENST00000266556","TAPBPL"
"3836","ENSG00000110841","ENST00000228425","PPFIBP1"
"3837","ENSG00000110841","ENST00000542629","PPFIBP1"
"3838","ENSG00000110841","ENST00000537927","PPFIBP1"
"3839","ENSG00000110841","ENST00000318304","PPFIBP1"
"3840","ENSG00000067182","ENST00000162749","TNFRSF1A"
"3841","ENSG00000154134","ENST00000397801","ROBO3"
"3842","ENSG00000061273","ENST00000080059","HDAC7"
"3843","ENSG00000061273","ENST00000354334","HDAC7"
"3844","ENSG00000005175","ENST00000005386","RPAP3"
"3845","ENSG00000005175","ENST00000432584","RPAP3"
"3846","ENSG00000005175","ENST00000380650","RPAP3"
"3847","ENSG00000139197","ENST00000455147","PEX5"
"3848","ENSG00000139197","ENST00000266563","PEX5"
"3849","ENSG00000139197","ENST00000434354","PEX5"
"3850","ENSG00000139197","ENST00000266564","PEX5"
"3851","ENSG00000275778","ENST00000536668",""
"3852","ENSG00000275778","ENST00000535024",""
"3853","ENSG00000111639","ENST00000229238","MRPL51"
"3854","ENSG00000010292","ENST00000315579","NCAPD2"
"3855","ENSG00000123106","ENST00000539107","CCDC91"
"3856","ENSG00000123106","ENST00000545336","CCDC91"
"3857","ENSG00000134291","ENST00000429772","TMEM106C"
"3858","ENSG00000134291","ENST00000449758","TMEM106C"
"3859","ENSG00000111424","ENST00000229022","VDR"
"3860","ENSG00000120647","ENST00000422000","CCDC77"
"3861","ENSG00000087502","ENST00000360150","ERGIC2"
"3862","ENSG00000064102","ENST00000261191","INTS13"
"3863","ENSG00000189079","ENST00000334344","ARID2"
"3864","ENSG00000111676","ENST00000356654","ATN1"
"3865","ENSG00000111678","ENST00000537087","C12orf57"
"3866","ENSG00000111678","ENST00000229281","C12orf57"
"3867","ENSG00000111678","ENST00000540506","C12orf57"
"3868","ENSG00000111790","ENST00000229395","FGFR1OP2"
"3869","ENSG00000111790","ENST00000546072","FGFR1OP2"
"3870","ENSG00000111790","ENST00000327214","FGFR1OP2"
"3871","ENSG00000166261","ENST00000336139","ZNF202"
"3872","ENSG00000151491","ENST00000281172","EPS8"
"3873","ENSG00000170325","ENST00000358825","PRDM10"
"3874","ENSG00000170325","ENST00000304538","PRDM10"
"3875","ENSG00000170325","ENST00000360871","PRDM10"
"3876","ENSG00000170325","ENST00000423662","PRDM10"
"3877","ENSG00000061794","ENST00000081029","MRPS35"
"3878","ENSG00000061794","ENST00000538315","MRPS35"
"3879","ENSG00000111203","ENST00000228799","ITFG2"
"3880","ENSG00000111653","ENST00000341550","ING4"
"3881","ENSG00000111653","ENST00000396807","ING4"
"3882","ENSG00000111653","ENST00000446105","ING4"
"3883","ENSG00000111653","ENST00000423703","ING4"
"3884","ENSG00000111653","ENST00000412586","ING4"
"3885","ENSG00000111653","ENST00000444704","ING4"
"3886","ENSG00000013588","ENST00000014914","GPRC5A"
"3887","ENSG00000120458","ENST00000526629","MSANTD2"
"3888","ENSG00000120458","ENST00000524950","MSANTD2"
"3889","ENSG00000205707","ENST00000381356","ETFRF1"
"3890","ENSG00000023171","ENST00000638157","GRAMD1B"
"3891","ENSG00000023171","ENST00000529750","GRAMD1B"
"3892","ENSG00000171823","ENST00000339235","FBXL14"
"3893","ENSG00000111186","ENST00000397196","WNT5B"
"3894","ENSG00000078246","ENST00000448120","TULP3"
"3895","ENSG00000078246","ENST00000397132","TULP3"
"3896","ENSG00000111667","ENST00000229268","USP5"
"3897","ENSG00000111667","ENST00000389231","USP5"
"3898","ENSG00000139160","ENST00000357721","ETFBKMT"
"3899","ENSG00000137642","ENST00000260197","SORL1"
"3900","ENSG00000109929","ENST00000264027","SC5D"
"3901","ENSG00000139112","ENST00000266458","GABARAPL1"
"3902","ENSG00000172273","ENST00000350777","HINFP"
"3903","ENSG00000023734","ENST00000419869","STRAP"
"3904","ENSG00000223953","ENST00000528368","C1QTNF5"
"3905","ENSG00000060982","ENST00000261192","BCAT1"
"3906","ENSG00000060982","ENST00000538118","BCAT1"
"3907","ENSG00000060982","ENST00000342945","BCAT1"
"3908","ENSG00000060982","ENST00000539282","BCAT1"
"3909","ENSG00000060982","ENST00000539780","BCAT1"
"3910","ENSG00000069431","ENST00000261200","ABCC9"
"3911","ENSG00000173208","ENST00000308666","ABCD2"
"3912","ENSG00000184232","ENST00000328965","OAF"
"3913","ENSG00000118971","ENST00000261254","CCND2"
"3914","ENSG00000256537","ENST00000622602","SMIM10L1"
"3915","ENSG00000111206","ENST00000342628","FOXM1"
"3916","ENSG00000111206","ENST00000361953","FOXM1"
"3917","ENSG00000111206","ENST00000359843","FOXM1"
"3918","ENSG00000111206","ENST00000627656","FOXM1"
"3919","ENSG00000004478","ENST00000001008","FKBP4"
"3920","ENSG00000134283","ENST00000395580","PPHLN1"
"3921","ENSG00000134283","ENST00000358314","PPHLN1"
"3922","ENSG00000134283","ENST00000395568","PPHLN1"
"3923","ENSG00000134283","ENST00000449194","PPHLN1"
"3924","ENSG00000134283","ENST00000552761","PPHLN1"
"3925","ENSG00000134283","ENST00000432191","PPHLN1"
"3926","ENSG00000134283","ENST00000619544","PPHLN1"
"3927","ENSG00000134283","ENST00000610488","PPHLN1"
"3928","ENSG00000134283","ENST00000613154","PPHLN1"
"3929","ENSG00000015153","ENST00000327791","YAF2"
"3930","ENSG00000015153","ENST00000534854","YAF2"
"3931","ENSG00000015153","ENST00000380790","YAF2"
"3932","ENSG00000015153","ENST00000555248","YAF2"
"3933","ENSG00000095139","ENST00000392859","ARCN1"
"3934","ENSG00000095139","ENST00000264028","ARCN1"
"3935","ENSG00000196323","ENST00000525842","ZBTB44"
"3936","ENSG00000196323","ENST00000530205","ZBTB44"
"3937","ENSG00000196323","ENST00000397753","ZBTB44"
"3938","ENSG00000134532","ENST00000546136","SOX5"
"3939","ENSG00000134532","ENST00000451604","SOX5"
"3940","ENSG00000134532","ENST00000537393","SOX5"
"3941","ENSG00000134532","ENST00000545921","SOX5"
"3942","ENSG00000139163","ENST00000266517","ETNK1"
"3943","ENSG00000139163","ENST00000335148","ETNK1"
"3944","ENSG00000196914","ENST00000356641","ARHGEF12"
"3945","ENSG00000196914","ENST00000397843","ARHGEF12"
"3946","ENSG00000196914","ENST00000532993","ARHGEF12"
"3947","ENSG00000159335","ENST00000619580","PTMS"
"3948","ENSG00000181264","ENST00000375095","TMEM136"
"3949","ENSG00000181264","ENST00000529187","TMEM136"
"3950","ENSG00000139209","ENST00000447411","SLC38A4"
"3951","ENSG00000152944","ENST00000282892","MED21"
"3952","ENSG00000179715","ENST00000546455","PCED1B"
"3953","ENSG00000151233","ENST00000398675","GXYLT1"
"3954","ENSG00000151233","ENST00000280876","GXYLT1"
"3955","ENSG00000151229","ENST00000280871","SLC2A13"
"3956","ENSG00000084444","ENST00000197268","FAM234B"
"3957","ENSG00000173456","ENST00000311413","RNF26"
"3958","ENSG00000174718","ENST00000312561","KIAA1551"
"3959","ENSG00000129317","ENST00000344862","PUS7L"
"3960","ENSG00000129317","ENST00000431332","PUS7L"
"3961","ENSG00000139168","ENST00000266529","ZCRB1"
"3962","ENSG00000170456","ENST00000389082","DENND5B"
"3963","ENSG00000139174","ENST00000345127","PRICKLE1"
"3964","ENSG00000149571","ENST00000525144","KIRREL3"
"3965","ENSG00000149571","ENST00000529097","KIRREL3"
"3966","ENSG00000149571","ENST00000525704","KIRREL3"
"3967","ENSG00000111716","ENST00000396076","LDHB"
"3968","ENSG00000110367","ENST00000620157","DDX6"
"3969","ENSG00000154127","ENST00000284273","UBASH3B"
"3970","ENSG00000197837","ENST00000358064","HIST4H4"
"3971","ENSG00000186318","ENST00000313005","BACE1"
"3972","ENSG00000186318","ENST00000392937","BACE1"
"3973","ENSG00000186318","ENST00000510630","BACE1"
"3974","ENSG00000186318","ENST00000428381","BACE1"
"3975","ENSG00000186318","ENST00000513780","BACE1"
"3976","ENSG00000186318","ENST00000445823","BACE1"
"3977","ENSG00000111247","ENST00000228843","RAD51AP1"
"3978","ENSG00000111247","ENST00000352618","RAD51AP1"
"3979","ENSG00000160613","ENST00000320934","PCSK7"
"3980","ENSG00000111196","ENST00000320756","MAGOHB"
"3981","ENSG00000111196","ENST00000539554","MAGOHB"
"3982","ENSG00000110395","ENST00000264033","CBL"
"3983","ENSG00000139173","ENST00000551577","TMEM117"
"3984","ENSG00000139173","ENST00000266534","TMEM117"
"3985","ENSG00000151743","ENST00000281471","AMN1"
"3986","ENSG00000151743","ENST00000537562","AMN1"
"3987","ENSG00000110013","ENST00000263593","SIAE"
"3988","ENSG00000110013","ENST00000545756","SIAE"
"3989","ENSG00000170322","ENST00000446488","NFRKB"
"3990","ENSG00000170322","ENST00000524794","NFRKB"
"3991","ENSG00000170322","ENST00000524746","NFRKB"
"3992","ENSG00000060140","ENST00000075503","STYK1"
"3993","ENSG00000151065","ENST00000280665","DCP1B"
"3994","ENSG00000151065","ENST00000535873","DCP1B"
"3995","ENSG00000151746","ENST00000548411","BICD1"
"3996","ENSG00000151746","ENST00000281474","BICD1"
"3997","ENSG00000109971","ENST00000534624","HSPA8"
"3998","ENSG00000109971","ENST00000453788","HSPA8"
"3999","ENSG00000110811","ENST00000290510","P3H3"
"4000","ENSG00000139180","ENST00000266544","NDUFA9"
"4001","ENSG00000167283","ENST00000300688","ATP5MG"
"4002","ENSG00000111674","ENST00000535366","ENO2"
"4003","ENSG00000175899","ENST00000318602","A2M"
"4004","ENSG00000151702","ENST00000527786","FLI1"
"4005","ENSG00000151702","ENST00000534087","FLI1"
"4006","ENSG00000151702","ENST00000344954","FLI1"
"4007","ENSG00000151702","ENST00000281428","FLI1"
"4008","ENSG00000111726","ENST00000229329","CMAS"
"4009","ENSG00000111348","ENST00000228945","ARHGDIB"
"4010","ENSG00000235718","ENST00000619721","MFRP"
"4011","ENSG00000151500","ENST00000341541","THYN1"
"4012","ENSG00000151500","ENST00000352327","THYN1"
"4013","ENSG00000006831","ENST00000357103","ADIPOR2"
"4014","ENSG00000110344","ENST00000252108","UBE4A"
"4015","ENSG00000110344","ENST00000431736","UBE4A"
"4016","ENSG00000151503","ENST00000534548","NCAPD3"
"4017","ENSG00000110063","ENST00000263579","DCPS"
"4018","ENSG00000047621","ENST00000261250","C12orf4"
"4019","ENSG00000154114","ENST00000422003","TBCEL"
"4020","ENSG00000003056","ENST00000000412","M6PR"
"4021","ENSG00000003056","ENST00000536844","M6PR"
"4022","ENSG00000182993","ENST00000330828","C12orf60"
"4023","ENSG00000004700","ENST00000444129","RECQL"
"4024","ENSG00000196655","ENST00000533632","TRAPPC4"
"4025","ENSG00000196655","ENST00000528230","TRAPPC4"
"4026","ENSG00000196655","ENST00000525303","TRAPPC4"
"4027","ENSG00000196655","ENST00000434101","TRAPPC4"
"4028","ENSG00000196655","ENST00000359005","TRAPPC4"
"4029","ENSG00000167257","ENST00000531287","RNF214"
"4030","ENSG00000167257","ENST00000300650","RNF214"
"4031","ENSG00000111711","ENST00000229314","GOLT1B"
"4032","ENSG00000171681","ENST00000543189","ATF7IP"
"4033","ENSG00000171681","ENST00000536444","ATF7IP"
"4034","ENSG00000171681","ENST00000261168","ATF7IP"
"4035","ENSG00000188486","ENST00000530167","H2AFX"
"4036","ENSG00000255248","ENST00000524376","MIR100HG"
"4037","ENSG00000255248","ENST00000528986","MIR100HG"
"4038","ENSG00000110400","ENST00000341398","NECTIN1"
"4039","ENSG00000110400","ENST00000264025","NECTIN1"
"4040","ENSG00000111731","ENST00000333957","C2CD5"
"4041","ENSG00000111731","ENST00000446597","C2CD5"
"4042","ENSG00000111731","ENST00000536386","C2CD5"
"4043","ENSG00000111731","ENST00000396028","C2CD5"
"4044","ENSG00000111731","ENST00000545552","C2CD5"
"4045","ENSG00000172375","ENST00000336702","C2CD2L"
"4046","ENSG00000256269","ENST00000442944","HMBS"
"4047","ENSG00000256269","ENST00000278715","HMBS"
"4048","ENSG00000256269","ENST00000542729","HMBS"
"4049","ENSG00000256269","ENST00000544387","HMBS"
"4050","ENSG00000149591","ENST00000532870","TAGLN"
"4051","ENSG00000166250","ENST00000448775","CLMP"
"4052","ENSG00000084463","ENST00000261167","WBP11"
"4053","ENSG00000019144","ENST00000361417","PHLDB1"
"4054","ENSG00000019144","ENST00000356063","PHLDB1"
"4055","ENSG00000011105","ENST00000011898","TSPAN9"
"4056","ENSG00000111305","ENST00000396302","GSG1"
"4057","ENSG00000111305","ENST00000457134","GSG1"
"4058","ENSG00000111305","ENST00000537302","GSG1"
"4059","ENSG00000111305","ENST00000351606","GSG1"
"4060","ENSG00000111652","ENST00000543155","COPS7A"
"4061","ENSG00000166532","ENST00000357529","RIMKLB"
"4062","ENSG00000089693","ENST00000203630","MLF2"
"4063","ENSG00000246705","ENST00000389078","H2AFJ"
"4064","ENSG00000166086","ENST00000299106","JAM3"
"4065","ENSG00000166086","ENST00000441717","JAM3"
"4066","ENSG00000197614","ENST00000359478","MFAP5"
"4067","ENSG00000197614","ENST00000433590","MFAP5"
"4068","ENSG00000197614","ENST00000396549","MFAP5"
"4069","ENSG00000197614","ENST00000543369","MFAP5"
"4070","ENSG00000197614","ENST00000535336","MFAP5"
"4071","ENSG00000197905","ENST00000358409","TEAD4"
"4072","ENSG00000197905","ENST00000359864","TEAD4"
"4073","ENSG00000118058","ENST00000534358","KMT2A"
"4074","ENSG00000118058","ENST00000389506","KMT2A"
"4075","ENSG00000111224","ENST00000228820","PARP11"
"4076","ENSG00000111224","ENST00000447133","PARP11"
"4077","ENSG00000198331","ENST00000425380","HYLS1"
"4078","ENSG00000110074","ENST00000263578","FOXRED1"
"4079","ENSG00000064309","ENST00000392693","CDON"
"4080","ENSG00000064309","ENST00000263577","CDON"
"4081","ENSG00000110060","ENST00000227474","PUS3"
"4082","ENSG00000110060","ENST00000613398","PUS3"
"4083","ENSG00000151502","ENST00000281187","VPS26B"
"4084","ENSG00000149582","ENST00000442938","TMEM25"
"4085","ENSG00000149582","ENST00000354284","TMEM25"
"4086","ENSG00000149582","ENST00000533102","TMEM25"
"4087","ENSG00000149582","ENST00000313236","TMEM25"
"4088","ENSG00000149582","ENST00000524725","TMEM25"
"4089","ENSG00000078237","ENST00000179259","TIGAR"
"4090","ENSG00000197798","ENST00000533050","FAM118B"
"4091","ENSG00000197798","ENST00000360194","FAM118B"
"4092","ENSG00000082805","ENST00000543086","ERC1"
"4093","ENSG00000082805","ENST00000355446","ERC1"
"4094","ENSG00000082805","ENST00000589028","ERC1"
"4095","ENSG00000137700","ENST00000532085","SLC37A4"
"4096","ENSG00000137700","ENST00000638360","SLC37A4"
"4097","ENSG00000137700","ENST00000530407","SLC37A4"
"4098","ENSG00000137700","ENST00000525372","SLC37A4"
"4099","ENSG00000137700","ENST00000525039","SLC37A4"
"4100","ENSG00000137700","ENST00000529510","SLC37A4"
"4101","ENSG00000137700","ENST00000532888","SLC37A4"
"4102","ENSG00000137700","ENST00000526626","SLC37A4"
"4103","ENSG00000137700","ENST00000525787","SLC37A4"
"4104","ENSG00000137700","ENST00000357590","SLC37A4"
"4105","ENSG00000137700","ENST00000330775","SLC37A4"
"4106","ENSG00000137700","ENST00000538950","SLC37A4"
"4107","ENSG00000149577","ENST00000324225","SIDT2"
"4108","ENSG00000010295","ENST00000336604","IFFO1"
"4109","ENSG00000010295","ENST00000396840","IFFO1"
"4110","ENSG00000010295","ENST00000356896","IFFO1"
"4111","ENSG00000010295","ENST00000619571","IFFO1"
"4112","ENSG00000084234","ENST00000528499","APLP2"
"4113","ENSG00000084234","ENST00000263574","APLP2"
"4114","ENSG00000084234","ENST00000345598","APLP2"
"4115","ENSG00000084234","ENST00000338167","APLP2"
"4116","ENSG00000084234","ENST00000278756","APLP2"
"4117","ENSG00000186174","ENST00000334801","BCL9L"
"4118","ENSG00000149428","ENST00000617285","HYOU1"
"4119","ENSG00000111642","ENST00000357008","CHD4"
"4120","ENSG00000111642","ENST00000544040","CHD4"
"4121","ENSG00000186166","ENST00000334418","CCDC84"
"4122","ENSG00000111641","ENST00000382421","NOP2"
"4123","ENSG00000111641","ENST00000545200","NOP2"
"4124","ENSG00000111641","ENST00000322166","NOP2"
"4125","ENSG00000111641","ENST00000541778","NOP2"
"4126","ENSG00000120451","ENST00000265909","SNX19"
"4127","ENSG00000120451","ENST00000528555","SNX19"
"4128","ENSG00000120451","ENST00000530356","SNX19"
"4129","ENSG00000134285","ENST00000550765","FKBP11"
"4130","ENSG00000134285","ENST00000453172","FKBP11"
"4131","ENSG00000172602","ENST00000309739","RND1"
"4132","ENSG00000167535","ENST00000540990","CACNB3"
"4133","ENSG00000167535","ENST00000536187","CACNB3"
"4134","ENSG00000167535","ENST00000301050","CACNB3"
"4135","ENSG00000167535","ENST00000547230","CACNB3"
"4136","ENSG00000167528","ENST00000544117","ZNF641"
"4137","ENSG00000167528","ENST00000448928","ZNF641"
"4138","ENSG00000127329","ENST00000334414","PTPRB"
"4139","ENSG00000127329","ENST00000550358","PTPRB"
"4140","ENSG00000127329","ENST00000538708","PTPRB"
"4141","ENSG00000127329","ENST00000550857","PTPRB"
"4142","ENSG00000127329","ENST00000261266","PTPRB"
"4143","ENSG00000166226","ENST00000543146","CCT2"
"4144","ENSG00000166226","ENST00000299300","CCT2"
"4145","ENSG00000127328","ENST00000550536","RAB3IP"
"4146","ENSG00000127328","ENST00000362025","RAB3IP"
"4147","ENSG00000127328","ENST00000551641","RAB3IP"
"4148","ENSG00000253719","ENST00000519948","ATXN7L3B"
"4149","ENSG00000067798","ENST00000536525","NAV3"
"4150","ENSG00000067798","ENST00000397909","NAV3"
"4151","ENSG00000059758","ENST00000261211","CDK17"
"4152","ENSG00000059758","ENST00000543119","CDK17"
"4153","ENSG00000057704","ENST00000261226","TMCC3"
"4154","ENSG00000057704","ENST00000551457","TMCC3"
"4155","ENSG00000166908","ENST00000422156","PIP4K2C"
"4156","ENSG00000166908","ENST00000550465","PIP4K2C"
"4157","ENSG00000166908","ENST00000354947","PIP4K2C"
"4158","ENSG00000153179","ENST00000637125","RASSF3"
"4159","ENSG00000153179","ENST00000542104","RASSF3"
"4160","ENSG00000111046","ENST00000228641","MYF6"
"4161","ENSG00000139645","ENST00000267116","ANKRD52"
"4162","ENSG00000135679","ENST00000258149","MDM2"
"4163","ENSG00000135679","ENST00000299252","MDM2"
"4164","ENSG00000205323","ENST00000546604","SARNP"
"4165","ENSG00000135404","ENST00000549117","CD63"
"4166","ENSG00000135404","ENST00000552754","CD63"
"4167","ENSG00000135404","ENST00000550776","CD63"
"4168","ENSG00000135655","ENST00000353364","USP15"
"4169","ENSG00000135655","ENST00000280377","USP15"
"4170","ENSG00000135655","ENST00000312635","USP15"
"4171","ENSG00000139289","ENST00000266671","PHLDA1"
"4172","ENSG00000166888","ENST00000556155","STAT6"
"4173","ENSG00000166888","ENST00000537215","STAT6"
"4174","ENSG00000123384","ENST00000243077","LRP1"
"4175","ENSG00000166886","ENST00000300131","NAB2"
"4176","ENSG00000166886","ENST00000342556","NAB2"
"4177","ENSG00000186908","ENST00000426126","ZDHHC17"
"4178","ENSG00000123374","ENST00000266970","CDK2"
"4179","ENSG00000123374","ENST00000440311","CDK2"
"4180","ENSG00000123374","ENST00000354056","CDK2"
"4181","ENSG00000111615","ENST00000229214","KRR1"
"4182","ENSG00000123353","ENST00000243045","ORMDL2"
"4183","ENSG00000197728","ENST00000356464","RPS26"
"4184","ENSG00000174233","ENST00000307885","ADCY6"
"4185","ENSG00000129315","ENST00000261900","CCNT1"
"4186","ENSG00000129315","ENST00000618666","CCNT1"
"4187","ENSG00000257727","ENST00000273308","CNPY2"
"4188","ENSG00000167566","ENST00000335999","NCKAP5L"
"4189","ENSG00000111670","ENST00000299314","GNPTAB"
"4190","ENSG00000050438","ENST00000535225","SLC4A8"
"4191","ENSG00000050438","ENST00000453097","SLC4A8"
"4192","ENSG00000170545","ENST00000603798","SMAGP"
"4193","ENSG00000183283","ENST00000412716","DAZAP2"
"4194","ENSG00000183283","ENST00000549555","DAZAP2"
"4195","ENSG00000183283","ENST00000439799","DAZAP2"
"4196","ENSG00000183283","ENST00000425012","DAZAP2"
"4197","ENSG00000183283","ENST00000549732","DAZAP2"
"4198","ENSG00000183283","ENST00000449723","DAZAP2"
"4199","ENSG00000173588","ENST00000397809","CEP83"
"4200","ENSG00000049130","ENST00000347404","KITLG"
"4201","ENSG00000049130","ENST00000228280","KITLG"
"4202","ENSG00000139324","ENST00000266712","TMTC3"
"4203","ENSG00000165805","ENST00000298699","C12orf50"
"4204","ENSG00000182050","ENST00000611864","MGAT4C"
"4205","ENSG00000198774","ENST00000361228","RASSF9"
"4206","ENSG00000065357","ENST00000331886","DGKA"
"4207","ENSG00000175782","ENST00000398004","SLC35E3"
"4208","ENSG00000134287","ENST00000256682","ARF3"
"4209","ENSG00000177981","ENST00000317697","ASB8"
"4210","ENSG00000177981","ENST00000536953","ASB8"
"4211","ENSG00000120837","ENST00000240055","NFYB"
"4212","ENSG00000135424","ENST00000553804","ITGA7"
"4213","ENSG00000135424","ENST00000257879","ITGA7"
"4214","ENSG00000135424","ENST00000452168","ITGA7"
"4215","ENSG00000182379","ENST00000349394","NXPH4"
"4216","ENSG00000255863","ENST00000537495",""
"4217","ENSG00000174243","ENST00000308025","DDX23"
"4218","ENSG00000075188","ENST00000552283","NUP37"
"4219","ENSG00000267281","ENST00000591834",""
"4220","ENSG00000170653","ENST00000420353","ATF7"
