"","geneid","hl.ratio","pval"
"7722","CELSR3","NA","NA"
"7723","NID1","1.2455759160408999","4.3649725774408E-3"
"7724","ARHGDIA","-2.8117591446571999E-2","0.63830231125027803"
"7725","XPNPEP3","NA","NA"
"7726","SCRN3","-0.84341583428831601","0.51322783127078198"
"7727","LETMD1","NA","NA"
"7728","INPP5K","-0.84639943339512902","0.52451350987335699"
"7729","TM7SF2","NA","NA"
"7730","FGL2","NA","NA"
"7731","CHMP3","-9.8999475752598196E-2","0.80071093240671998"
"7732","KAL1","NA","NA"
"7733","GPD2","-0.29371002047425798","3.7564638197008799E-3"
"7734","CEACAM19","NA","NA"
"7735","PHPT1","-0.193243655282657","0.445796363538703"
"7736","C12orf4","NA","NA"
"7737","DIAPH2","0.52250981470431701","7.3195033047078004E-3"
"7738","KIF11","4.9344907857220797","4.02593153732039E-17"
"7739","FAM83G","NA","NA"
"7740","CUX1","-9.2221312174199002E-2","0.956885270538954"
"7741","SPG20","-0.18966154474952401","0.11095099589506099"
"7742","POU6F1","NA","NA"
"7743","TAP2","NA","NA"
"7744","TAP2","NA","NA"
"7745","GPR155","NA","NA"
"7746","NARG2","NA","NA"
"7747","SDSL","0.36925766268614102","0.87286676585019096"
"7748","TMEM234","NA","NA"
"7749","AGGF1","NA","NA"
"7750","CDKN2D","NA","NA"
"7751","FRMD6","-4.6891228458379901","2.0316661138479301E-2"
"7752","UNC45A","0.307280251541309","4.3939473863359897E-3"
"7753","HRAS","NA","NA"
"7754","ILK","-2.31753565609558E-2","0.64102319393670304"
"7755","TERF2","-1.61562437358976","0.226215753749476"
"7756","KAT5","NA","NA"
"7757","SRPRB","0.32696737297642797","2.4746486559290299E-4"
"7758","VPRBP","NA","NA"
"7759","NPRL2","NA","NA"
"7760","NOC4L","NA","NA"
"7761","ENTPD4","NA","NA"
"7762","MRFAP1L1","NA","NA"
"7763","FEZ2","NA","NA"
"7764","PEX26","NA","NA"
"7765","KATNAL1","NA","NA"
"7766","MUT","-0.32670994003759501","3.7399545506840701E-2"
"7767","NDUFB5","-0.267407635460292","0.84006245931815204"
"7768","PDGFC","-0.188640125844179","0.48067543933130402"
"7769","CARD6","NA","NA"
"7770","TPR","-8.8017743665857601E-2","0.15430490682800599"
"7771","SIK2","NA","NA"
"7772","ERC1","-1.0686159879713399","1.05982256036334E-6"
"7773","ARL2BP","-5.5803139581150102E-2","0.91861809249475701"
"7774","NTNG1","NA","NA"
"7775","COL6A3","0.355191213754114","4.53528423198302E-4"
"7776","ZNF580","NA","NA"
"7777","C1orf85","NA","NA"
"7778","FAHD1","-8.6218335652750694E-2","0.77892689121720105"
"7779","PNPLA2","NA","NA"
"7780","ZNF706","0.220018892493933","0.93488076958250999"
"7781","NCBP1","0.26288186503284899","7.1029867821924501E-3"
"7782","BCORL1","NA","NA"
"7783","RUNDC1","NA","NA"
"7784","UMPS","-0.10927193586664399","0.441556942801832"
"7785","ZNFX1","-0.14959570231979999","0.931622236229527"
"7786","SMARCD2","-2.1093366236321501E-3","0.94659436631438998"
"7787","AVL9","-0.39938005180096797","0.20485294889821201"
"7788","MRPL43","-0.25020560458483299","0.44890871653631298"
"7789","SFT2D3","NA","NA"
"7790","NEURL4","NA","NA"
"7791","INSC","NA","NA"
"7792","ZNF621","NA","NA"
"7793","SPATA2L","NA","NA"
"7794","MAGED1","-2.2521568883731802","2.0287933218195899E-26"
"7795","DDX59","NA","NA"
"7796","MAX","0.53250533042044901","0.76391082599620797"
"7797","APLF","NA","NA"
"7798","EPDR1","NA","NA"
"7799","KIAA1143","-0.26583710368331798","0.86302334749556897"
"7800","ITGA11","0.17362501640958899","0.38749638079847298"
"7801","GLRX","-5.8986701109632202E-2","0.85991494613140496"
"7802","SCLY","NA","NA"
"7803","MRPL40","-0.42269593235672298","0.351741878377132"
"7804","CABLES1","NA","NA"
"7805","GUK1","-0.15511596301480199","0.53364323715167095"
"7806","GSTZ1","NA","NA"
"7807","PTGS1","NA","NA"
"7808","UBE4B","-0.15186696264454","0.87809609571810399"
"7809","FAM120A","-0.41431603849735998","2.08132672985133E-9"
"7810","DGCR6L","NA","NA"
"7811","IFIT3","NA","NA"
"7812","IFRD2","NA","NA"
"7813","WDR19","NA","NA"
"7814","RP4-758J18.2","NA","NA"
"7815","CDK6","0.200517101218741","9.8476151457646099E-2"
"7816","ENDOD1","2.13438086241944","7.9217454544065008E-9"
"7817","FAM122A","NA","NA"
"7818","C1orf43","0.17184256128314401","0.95941912557436804"
"7819","NECAP2","-0.27345377851205899","0.36345284626625601"
"7820","CHCHD6","0.16776734435311599","0.81434815771533597"
"7821","TMEM209","-2.7837987945649698","0.18714773770493801"
"7822","GBA2","NA","NA"
"7823","MAPKAP1","NA","NA"
"7824","NUP133","-0.33943250678253001","3.7864671070608799E-2"
"7825","SCAMP4","5.8339232757159298E-2","0.96434766843939201"
"7826","RFXAP","NA","NA"
"7827","ZNF789","NA","NA"
"7828","ADCY9","NA","NA"
"7829","OPLAH","NA","NA"
"7830","MTIF3","NA","NA"
"7831","RP11-295K3.1","NA","NA"
"7832","UCKL1","NA","NA"
"7833","MYL6B","-0.24916383155184699","0.64695258134289302"
"7834","PARD3B","NA","NA"
"7835","VDAC1","-2.7921271380965399E-2","0.61300054931745496"
"7836","DECR1","-5.7926198767923799E-2","0.479740954408445"
"7837","PCBP1","-0.20005503516276801","2.2245016294395199E-4"
"7838","APEX2","NA","NA"
"7839","SOS1","NA","NA"
"7840","PMVK","-9.1372000552738003E-2","0.49630212357962"
"7841","MYO1E","-9.4494886727097702E-2","0.39168638322528898"
"7842","AKT2","-1.75660193336705","9.5897769042345695E-5"
"7843","PI4KA","0.672043369458866","4.66680948752604E-5"
"7844","TBC1D1","NA","NA"
"7845","RNF181","-7.4224431812537697E-2","0.83268468095431203"
"7846","AKAP2","-0.42987958533255999","5.3170192033932E-9"
"7847","HDAC10","NA","NA"
"7848","LRCH3","-0.55168258555012595","0.184221310199319"
"7849","NBPF10","NA","NA"
"7850","QDPR","-0.149512824373387","0.49533977092526599"
"7851","KIAA0146","NA","NA"
"7852","TP53I11","4.7300182371569098E-2","0.89968594077784103"
"7853","ZNF205","NA","NA"
"7854","GLT25D1","NA","NA"
"7855","PRKDC","0.57630814664544405","7.42082774667971E-52"
"7856","C5orf28","NA","NA"
"7857","SLC7A6","NA","NA"
"7858","TMUB2","1.6924917708995999","0.30655493129171502"
"7859","SLC35A2","NA","NA"
"7860","BGLAP","NA","NA"
"7861","FAM104B","NA","NA"
"7862","MLLT3","NA","NA"
"7863","TRIM52","NA","NA"
"7864","ZNF219","NA","NA"
"7865","CASC4","-1.56853451003341","1.8073872079129399E-2"
"7866","DRAM2","NA","NA"
"7867","GPX4","5.7917438898518997E-2","0.78377810007404602"
"7868","PCDHGA4","NA","NA"
"7869","CDKN2A","2.38283253739776E-2","0.8219876125001"
"7870","PRKACB","4.6192680790563101E-2","0.87923897193011102"
"7871","CCDC120","NA","NA"
"7872","GNPDA2","5.3129888108024402E-2","0.91369305225630404"
"7873","CADM3","NA","NA"
"7874","NUP85","-0.46649027371562701","0.237649109373782"
"7875","ZNF777","NA","NA"
"7876","RNASEH2C","-0.45047604609540298","0.289026456480169"
"7877","PSMD5","-4.9624663436038899E-2","0.50040787853377899"
"7878","ZBTB26","NA","NA"
"7879","TMEM9","NA","NA"
"7880","C7orf63","NA","NA"
"7881","WIZ","NA","NA"
"7882","SLC9A7","NA","NA"
"7883","MMAA","0.28594410763013001","0.91021850062002296"
"7884","GATAD1","NA","NA"
"7885","SART1","-0.16209662555273099","0.152031529285966"
"7886","CSTF2T","NA","NA"
"7887","TMEM178B","NA","NA"
"7888","CD82","-0.42529576814874098","6.56314485722179E-3"
"7889","STAG3L3","NA","NA"
"7890","GTF2IRD1","NA","NA"
"7891","ASPHD1","NA","NA"
"7892","TXNDC17","4.4081661576982602E-2","0.71673712491839703"
"7893","UBQLN4","0.21439686643699801","0.92300878394167496"
"7894","NUP188","0.47323337171256002","1.34967442569149E-3"
"7895","NDUFS8","-0.30351301872717401","0.32160876092011598"
"7896","INIP","0.22145344549054","0.90794237873378403"
"7897","CNPPD1","NA","NA"
"7898","VPS53","-0.71790549426339301","0.108344398924813"
"7899","OGT","-0.55889766459602597","4.9784906018567098E-3"
"7900","SGK494","NA","NA"
"7901","C12orf76","NA","NA"
"7902","NEMF","-0.17687840920157","0.36917826684576899"
"7903","SH3BP5L","NA","NA"
"7904","ANGPT1","-3.6093450877625097E-2","0.90279927029967599"
"7905","CEP120","NA","NA"
"7906","SMC1A","0.28099197568712297","4.9247801741215003E-4"
"7907","URM1","0.341077212504723","0.88596219053331304"
"7908","DPP3","-0.14127490134012","6.1083496161397299E-2"
"7909","LONP1","0.15245146446729901","7.2144764233335101E-2"
"7910","VASN","-2.7943452066776699","4.5776072743840601E-2"
"7911","DNAJC11","NA","NA"
"7912","PPAPDC1B","NA","NA"
"7913","TMEM181","0.56017954176636897","0.80874621714011297"
"7914","PIGZ","NA","NA"
"7915","SSRP1","-0.24104871380741999","4.5431432060416901E-3"
"7916","MEGF8","-6.25513710320784","2.7322975929858799E-3"
"7917","BCL3","NA","NA"
"7918","SEMA5A","NA","NA"
"7919","STMN1","-0.21916055221667999","0.113690911524191"
"7920","CLHC1","NA","NA"
"7921","SLC25A29","NA","NA"
"7922","CCDC102B","NA","NA"
"7923","AKAP11","-0.19601745820541699","0.87386585764180702"
"7924","PIGX","NA","NA"
"7925","ARHGAP35","0.55832641084345802","0.124705771453298"
"7926","MTG1","NA","NA"
"7927","MTG1","NA","NA"
"7928","ZCWPW1","NA","NA"
"7929","PROSC","0.14294427549452901","0.64673621930802405"
"7930","GTF3C5","-0.55701379107293703","0.67188694762922596"
"7931","RPS6KB2","NA","NA"
"7932","TRIM13","NA","NA"
"7933","ALDH2","-0.769383230299578","0.631392075563739"
"7934","DHRS4","-0.38802395258752198","0.176261455062831"
"7935","ALDH4A1","1.46783949678488E-2","0.96084294521926805"
"7936","LRP1","-0.56829835233779602","1.0029874297999299E-62"
"7937","PTPN23","-0.115811238410302","0.44400180956735102"
"7938","UBASH3B","NA","NA"
"7939","DNTTIP1","-1.59612996501587","0.25606785180337899"
"7940","TMEM230","-9.7002207489578302E-2","0.83884666824807197"
"7941","NEK1","NA","NA"
"7942","NAE1","-4.1120802107543999E-2","0.74806617648099205"
"7943","IGFLR1","NA","NA"
"7944","ZC2HC1A","NA","NA"
"7945","NHLRC2","2.8433025237851399E-2","0.88270240050815496"
"7946","SKIV2L","0.40973195131124102","7.9776845640711792E-3"
"7947","MAP6D1","NA","NA"
"7948","CUL4A","-0.21594569651064499","7.07336052566086E-2"
"7949","C11orf83","-0.25497526200078602","0.76181591813424898"
"7950","INPP1","-0.62214909602433199","0.27867313940690502"
"7951","ITPA","0.35913212224323598","0.90800820970057405"
"7952","SYNE1","0.65277747760330496","2.7483665574828E-8"
"7953","RTN4IP1","NA","NA"
"7954","TRMT10A","NA","NA"
"7955","PRMT5","-0.13757627279689499","0.115993239602937"
"7956","VWA1","-1.0061525451901201","9.3940065613907303E-2"
"7957","DOLK","NA","NA"
"7958","COPRS","NA","NA"
"7959","SEPHS1","-1.3273692778613599","1.71034602704428E-3"
"7960","TMEM100","NA","NA"
"7961","MSRB1","NA","NA"
"7962","MARCKSL1","-0.678619375826227","0.34859019187097101"
"7963","ZNF544","NA","NA"
"7964","TSPAN31","NA","NA"
"7965","SEMA6D","0.109842111417498","0.99935572000432005"
"7966","YWHAH","-8.2308056172770497E-2","0.17713575336955401"
"7967","CHRNB1","NA","NA"
"7968","RBM10","-0.33898513592690499","9.1389169017527194E-2"
"7969","MLH1","-1.00516591871269","0.58868973618390297"
"7970","CCDC88A","0.35108229033669802","0.25952628856962701"
"7971","HSF1","NA","NA"
"7972","CASS4","NA","NA"
"7973","KCNQ5","NA","NA"
"7974","ITGB3BP","NA","NA"
"7975","IKBKGP1","NA","NA"
"7976","LTBP4","NA","NA"
"7977","NXPE3","NA","NA"
"7978","KIAA0100","NA","NA"
"7979","LRP10","NA","NA"
"7980","DNAH5","NA","NA"
"7981","TMEM248","NA","NA"
"7982","ZNF718","NA","NA"
"7983","ARHGAP1","-0.20842419945919199","3.68983291148497E-2"
"7984","PARP1","-6.9463988441671898E-2","0.22325061672541099"
"7985","EDEM3","-0.17165146536078399","0.47864705197512802"
"7986","ESM1","NA","NA"
"7987","DCAF8","-0.37668362166587699","0.306331367713781"
"7988","AP1G2","NA","NA"
"7989","YPEL4","NA","NA"
"7990","TTC13","NA","NA"
"7991","CPSF2","0.16385831573426199","0.66820004004395706"
"7992","COX11","NA","NA"
"7993","IFITM2","NA","NA"
"7994","RAB34","-0.25647893024976298","8.6225923727985099E-2"
"7995","CDH11","-1.1437866517383899","5.8914098606232097E-2"
"7996","HERPUD2","NA","NA"
"7997","DHRS4L2","NA","NA"
"7998","EIF2B3","0.10335658708682199","0.92032382537884305"
"7999","CLIP1","0.335704391800973","5.7200964212030898E-3"
"8000","CHMP7","0.37080924457175501","0.54961365715669497"
"8001","MGMT","0.120243295723119","0.704871620089775"
"8002","IBTK","NA","NA"
"8003","NNT","-7.71835882624856E-2","0.34907856978680102"
"8004","SPIN1","-0.22430816329112499","0.70663203622104498"
"8005","SERPINB7","NA","NA"
"8006","MAPK6","NA","NA"
"8007","FAM151B","NA","NA"
"8008","KCTD17","NA","NA"
"8009","HDAC5","NA","NA"
"8010","CRK","-0.45687832553037699","0.438947639218907"
"8011","BRCA2","-5.7066141002354698","7.6625291011466401E-3"
"8012","REPS2","NA","NA"
"8013","RIPK1","-0.68638978586443999","0.55281030640127404"
"8014","C1orf35","NA","NA"
"8015","SOGA3","NA","NA"
"8016","SOGA3","NA","NA"
"8017","UBE2E3","-1.8143857326945101","0.37238427027441601"
"8018","VAMP8","-0.14463521951571001","0.764768899487555"
"8019","GPX7","-0.234792364263261","0.43053883857342701"
"8020","FIG4","NA","NA"
"8021","COQ4","NA","NA"
"8022","GSTK1","0.13636025840602201","0.35017586837769799"
"8023","DNAJC14","NA","NA"
"8024","LPAR1","NA","NA"
"8025","THOC6","NA","NA"
"8026","RASAL2","NA","NA"
"8027","SHB","NA","NA"
"8028","HRH1","NA","NA"
"8029","IRAK4","-1.26751699927406","0.51377864780711002"
"8030","CCDC112","NA","NA"
"8031","GNA12","-1.7236081201039399","1.8200223953263799E-2"
"8032","CNOT10","-0.31232453760703199","0.78911826501637405"
"8033","TMCO3","1.70075173642994","0.435657904335635"
"8034","SSR3","7.1714984817046995E-2","0.87822307601121596"
"8035","D2HGDH","NA","NA"
"8036","SIGMAR1","-2.9294521983757899E-2","0.92066803984907697"
"8037","CBX8","-0.35139145363902602","0.76391263601849402"
"8038","COL4A1","-0.88679262037517803","9.7265285930692395E-3"
"8039","C17orf103","NA","NA"
"8040","AC083899.3","NA","NA"
"8041","SLC27A5","NA","NA"
"8042","CSTB","-9.0627007293827402E-2","0.57520769227516599"
"8043","DDHD2","NA","NA"
"8044","USB1","NA","NA"
"8045","CHPF","-0.72388353669151895","0.59623991708764401"
"8046","GNL1","-0.18103720048738201","0.17436003291192101"
"8047","MRPL12","NA","NA"
"8048","TYMS","0.141686747647287","0.56057063725455403"
"8049","FHL1","-0.14312611480080101","0.21341877825205899"
"8050","RHOBTB3","NA","NA"
"8051","EGFL7","NA","NA"
"8052","CDC42BPB","-2.7887103021082299E-2","0.86952615122235899"
"8053","NR2C2AP","-0.450220221357923","0.41073330941951303"
"8054","C4A","-2.5471818693666899","4.0758253019852398E-200"
"8055","KIAA0825","NA","NA"
"8056","WDR35","NA","NA"
"8057","TNFRSF12A","-0.999551751327445","0.44336226742116802"
"8058","PLIN2","-0.52491950948925903","0.13967611462276"
"8059","MAGED2","-9.6320125787770203E-2","0.291837886564491"
"8060","POMGNT1","0.179738571947131","0.99323081190295504"
"8061","WRN","NA","NA"
"8062","BANF1","0.20416610383582101","0.134240339914136"
"8063","NAA10","-8.3626266572978697E-2","0.55943486597845604"
"8064","HNRNPD","-0.14876500498915801","0.11304407931025701"
"8065","NUTF2","-0.16444460352961501","0.60438391782908496"
"8066","HNRNPA3","-0.11171506500172899","4.8820768269825003E-2"
"8067","WDSUB1","NA","NA"
"8068","KRT34","NA","NA"
"8069","TMEM120B","NA","NA"
"8070","RFC4","-0.29094678072269697","0.16273741880357401"
"8071","GSTT1","NA","NA"
"8072","VKORC1L1","-0.124208815896375","0.60708054262384503"
"8073","OTUD7B","-0.65609336715770805","0.71458956789125605"
"8074","TCF3","NA","NA"
"8075","SYNJ2","NA","NA"
"8076","DGAT1","-0.36492108606177198","0.85242664757753905"
"8077","PCNP","NA","NA"
"8078","TMEM99","NA","NA"
"8079","BTF3L4","-0.30091315135861602","0.67270085440576"
"8080","UBE2V1","NA","NA"
"8081","ZMIZ2","NA","NA"
"8082","PVRL1","NA","NA"
"8083","EDEM1","NA","NA"
"8084","ALG6","NA","NA"
"8085","RP11-1407O15.2","NA","NA"
"8086","NDUFA7","0.405560162540895","0.32262817663382598"
"8087","NDUFA7","0.405560162540895","0.32262817663382598"
"8088","ANP32B","-0.196160497028881","8.9013453671821396E-2"
"8089","GDF11","NA","NA"
"8090","ETFB","-0.18207398923152601","6.8597461714910199E-2"
"8091","SEMA3F","NA","NA"
"8092","KIAA1467","NA","NA"
"8093","EFCAB11","NA","NA"
"8094","AMY2B","NA","NA"
"8095","HDHD2","-5.5685752985661599E-2","0.84788156538483495"
"8096","TMEM97","-0.42336389699140298","0.70038792530081795"
"8097","SULF1","NA","NA"
"8098","TP53I13","NA","NA"
"8099","CCDC50","-1.6166280462934499","6.7478235379898398E-16"
"8100","ARVCF","NA","NA"
"8101","PDK1","-1.18195847474865","1.1894266951273499E-4"
"8102","SCD5","-2.0737815643650199","4.4643319808643604E-3"
"8103","CCDC23","NA","NA"
"8104","ANKRD39","NA","NA"
"8105","ARL8A","-1.1521468416129499","5.9772841554730602E-5"
"8106","ZFP69","NA","NA"
"8107","IKZF4","NA","NA"
"8108","BFSP1","NA","NA"
"8109","SREBF2","NA","NA"
"8110","SH2B1","NA","NA"
"8111","CCDC90B","0.51365491799442298","0.82382913439516703"
"8112","CAMKMT","NA","NA"
"8113","COL13A1","NA","NA"
"8114","CKAP5","5.2195297261549402E-2","0.37294153147986098"
"8115","GOLGA3","NA","NA"
"8116","CERS2","-0.29173067750749399","0.10693996498094401"
"8117","ACYP1","-6.3887512708686894E-2","0.84883718590089796"
"8118","RCBTB2","NA","NA"
"8119","IMPDH2","NA","NA"
"8120","STAMBP","-0.51012250223528999","6.2497791631855502E-2"
"8121","RNF130","NA","NA"
"8122","PDPR","NA","NA"
"8123","SERTAD4","NA","NA"
"8124","PPP1CA","8.8218937794576499E-2","0.46899024127775502"
"8125","IRF9","-2.2427559133019699","0.23030041583668301"
"8126","GTF2I","-6.6221385268441693E-2","0.44009792973405898"
"8127","LEPREL2","-0.105493554830764","0.49625848304261"
"8128","CFL2","0.109205906602463","0.30571173110216399"
"8129","EIF4G3","0.26861166112325302","7.57760603497111E-2"
"8130","CAPS2","NA","NA"
"8131","B3GALTL","-4.9770059286028998E-2","0.88051498774901205"
"8132","CCDC80","-0.39692550985692299","1.9695819782714399E-5"
"8133","AMIGO2","NA","NA"
"8134","GORAB","NA","NA"
"8135","NID2","-5.4181209207937897","2.03236237531636E-45"
"8136","LAMTOR1","-0.39515982823456403","8.1527786789862805E-2"
"8137","ERLEC1","-0.109248769916459","0.55171884550367001"
"8138","MCAM","NA","NA"
"8139","ARSB","-0.39214147632253599","0.46159573166673301"
"8140","FEM1B","NA","NA"
"8141","SYTL4","NA","NA"
"8142","DDX58","NA","NA"
"8143","UEVLD","NA","NA"
"8144","AIDA","0.14482373165249299","0.49178884644540599"
"8145","CPNE7","NA","NA"
"8146","EXOC3L1","NA","NA"
"8147","ARHGAP31","NA","NA"
"8148","MOCOS","NA","NA"
"8149","ZNF618","NA","NA"
"8150","AADAT","NA","NA"
"8151","BLMH","-0.19593692803786","0.20675447791182999"
"8152","FTSJD1","NA","NA"
"8153","KDELR1","-1.36519433068088","0.44272301879265202"
"8154","WBP1L","NA","NA"
"8155","DAPK1","NA","NA"
"8156","CLCN5","NA","NA"
"8157","TRDMT1","NA","NA"
"8158","LYRM5","NA","NA"
"8159","ACOT8","0.84145790932230202","0.71802445387199998"
"8160","ADAMTSL4","NA","NA"
"8161","EXOC6","NA","NA"
"8162","CSAD","NA","NA"
"8163","VIM","-6.4617920712235599E-2","4.3030116797932301E-4"
"8164","GSTT2","-4.8428784164985098E-2","0.78561877236035105"
"8165","EN1","NA","NA"
"8166","LONP2","NA","NA"
"8167","IKZF2","NA","NA"
"8168","PLAGL1","NA","NA"
"8169","ARMC4","NA","NA"
"8170","MINOS1","-0.162641358030675","0.86165592634454302"
"8171","HSPB6","NA","NA"
"8172","CCDC136","NA","NA"
"8173","TMEM134","NA","NA"
"8174","VEZF1","NA","NA"
"8175","RANGRF","NA","NA"
"8176","RSPH3","NA","NA"
"8177","PDCD6IP","-9.2170695816718606E-2","1.5503873757753301E-2"
"8178","CXorf38","-0.12327428389888299","0.87633495014306295"
"8179","IFIH1","NA","NA"
"8180","ARL2","0.19630442935970399","0.343283835112281"
"8181","GTF2H5","NA","NA"
"8182","C4orf29","NA","NA"
"8183","NPM3","NA","NA"
"8184","NIM1","NA","NA"
"8185","ADAM12","NA","NA"
"8186","FAM195A","NA","NA"
"8187","CHRAC1","0.251082977230348","0.95305250746557602"
"8188","SLC35A4","NA","NA"
"8189","TMEM8B","NA","NA"
"8190","PIR","NA","NA"
"8191","NOTCH2","-0.28197162214188998","0.168579647622043"
"8192","IFT81","-2.7620152662791102","5.7385421359768402E-2"
"8193","TRIM5","NA","NA"
"8194","TUSC1","NA","NA"
"8195","DHRS11","NA","NA"
"8196","VRK3","NA","NA"
"8197","DCTN1","8.2465977172351199E-3","0.85893602213915099"
"8198","ERGIC1","-6.9858636668625504E-2","0.36329263602268203"
"8199","SLC7A5","-0.225126686932693","3.7159059445452697E-2"
"8200","BCL2L2","NA","NA"
"8201","TUBA1C","0.108902353258059","0.17692271573812901"
"8202","CDKN2C","0.129623886320652","0.97979428250659495"
"8203","PHGDH","5.7989397154353098E-2","0.31040537477850499"
"8204","PGAP1","NA","NA"
"8205","KRIT1","NA","NA"
"8206","TBRG1","NA","NA"
"8207","CCNJL","NA","NA"
"8208","ZNF343","NA","NA"
"8209","MET","0.34465638722893099","0.85249147139369896"
"8210","NIPAL2","NA","NA"
"8211","NEK9","-8.1853211251217306E-2","0.63607200646164996"
"8212","POLE2","NA","NA"
"8213","MCM10","NA","NA"
"8214","ERAP2","-0.25266177931504602","0.12327986385357199"
"8215","PIGF","NA","NA"
"8216","AP2M1","-3.3897098472086499E-3","0.97587684394701002"
"8217","CCNB1","NA","NA"
"8218","SLC39A1","NA","NA"
