"","id","hgnc_symbol"
"1","ENSG00000116786","PLEKHM2"
"2","ENSG00000214114","MYCBP"
"3","ENSG00000158246","TENT5B"
"4","ENSG00000142583","SLC2A5"
"5","ENSG00000204084","INPP5B"
"6","ENSG00000142751","GPN2"
"7","ENSG00000158828","PINK1"
"8","ENSG00000130695","CEP85"
"9","ENSG00000130695","CEP85"
"10","ENSG00000116237","ICMT"
"11","ENSG00000134686","PHC2"
"12","ENSG00000134686","PHC2"
"13","ENSG00000182749","PAQR7"
"14","ENSG00000130939","UBE4B"
"15","ENSG00000130939","UBE4B"
"16","ENSG00000162444","RBP7"
"17","ENSG00000173614","NMNAT1"
"18","ENSG00000173614","NMNAT1"
"19","ENSG00000162458","FBLIM1"
"20","ENSG00000162458","FBLIM1"
"21","ENSG00000171603","CLSTN1"
"22","ENSG00000171603","CLSTN1"
"23","ENSG00000097021","ACOT7"
"24","ENSG00000176261","ZBTB8OS"
"25","ENSG00000176261","ZBTB8OS"
"26","ENSG00000176261","ZBTB8OS"
"27","ENSG00000254553",NA
"28","ENSG00000162511","LAPTM5"
"29","ENSG00000196449","YRDC"
"30","ENSG00000157873","TNFRSF14"
"31","ENSG00000157911","PEX10"
"32","ENSG00000157911","PEX10"
"33","ENSG00000162585","FAAP20"
"34","ENSG00000162585","FAAP20"
"35","ENSG00000197312","DDI2"
"36","ENSG00000127054","INTS11"
"37","ENSG00000127054","INTS11"
"38","ENSG00000127054","INTS11"
"39","ENSG00000127054","INTS11"
"40","ENSG00000127054","INTS11"
"41","ENSG00000090273","NUDC"
"42","ENSG00000142784","WDTC1"
"43","ENSG00000142784","WDTC1"
"44","ENSG00000121903","ZSCAN20"
"45","ENSG00000158006","PAFAH2"
"46","ENSG00000243749","TMEM35B"
"47","ENSG00000117118","SDHB"
"48","ENSG00000126709","IFI6"
"49","ENSG00000126709","IFI6"
"50","ENSG00000126709","IFI6"
"51","ENSG00000116288","PARK7"
"52","ENSG00000131584","ACAP3"
"53","ENSG00000065526","SPEN"
"54","ENSG00000188807","TMEM201"
"55","ENSG00000188807","TMEM201"
"56","ENSG00000078369","GNB1"
"57","ENSG00000078369","GNB1"
"58","ENSG00000078369","GNB1"
"59","ENSG00000134644","PUM1"
"60","ENSG00000134644","PUM1"
"61","ENSG00000133226","SRRM1"
"62","ENSG00000132906","CASP9"
"63","ENSG00000132906","CASP9"
"64","ENSG00000132906","CASP9"
"65","ENSG00000163875","MEAF6"
"66","ENSG00000163875","MEAF6"
"67","ENSG00000163875","MEAF6"
"68","ENSG00000187608","ISG15"
"69","ENSG00000188786","MTF1"
"70","ENSG00000142669","SH3BGRL3"
"71","ENSG00000157978","LDLRAP1"
"72","ENSG00000116138","DNAJC16"
"73","ENSG00000116138","DNAJC16"
"74","ENSG00000117713","ARID1A"
"75","ENSG00000117713","ARID1A"
"76","ENSG00000162542","TMCO4"
"77","ENSG00000196182","STK40"
"78","ENSG00000196182","STK40"
"79","ENSG00000162520","SYNC"
"80","ENSG00000162520","SYNC"
"81","ENSG00000134698","AGO4"
"82","ENSG00000092847","AGO1"
"83","ENSG00000092847","AGO1"
"84","ENSG00000188976","NOC2L"
"85","ENSG00000131591","C1orf159"
"86","ENSG00000077549","CAPZB"
"87","ENSG00000077549","CAPZB"
"88","ENSG00000077549","CAPZB"
"89","ENSG00000077549","CAPZB"
"90","ENSG00000126705","AHDC1"
"91","ENSG00000181773","GPR3"
"92","ENSG00000142733","MAP3K6"
"93","ENSG00000142733","MAP3K6"
"94","ENSG00000158062","UBXN11"
"95","ENSG00000134690","CDCA8"
"96","ENSG00000160087","UBE2J2"
"97","ENSG00000160087","UBE2J2"
"98","ENSG00000160087","UBE2J2"
"99","ENSG00000183386","FHL3"
"100","ENSG00000090432","MUL1"
"101","ENSG00000177000","MTHFR"
"102","ENSG00000177000","MTHFR"
"103","ENSG00000177000","MTHFR"
"104","ENSG00000183726","TMEM50A"
"105","ENSG00000198912","C1orf174"
"106","ENSG00000142684","ZNF593"
"107","ENSG00000157916","RER1"
"108","ENSG00000116353","MECR"
"109","ENSG00000116353","MECR"
"110","ENSG00000092853","CLSPN"
"111","ENSG00000092853","CLSPN"
"112","ENSG00000092853","CLSPN"
"113","ENSG00000198746","GPATCH3"
"114","ENSG00000171621","SPSB1"
"115","ENSG00000169972","PUSL1"
"116","ENSG00000171608","PIK3CD"
"117","ENSG00000163877","SNIP1"
"118","ENSG00000163874","ZC3H12A"
"119","ENSG00000178585","CTNNBIP1"
"120","ENSG00000204160","ZDHHC18"
"121","ENSG00000188529","SRSF10"
"122","ENSG00000188529","SRSF10"
"123","ENSG00000188529","SRSF10"
"124","ENSG00000188529","SRSF10"
"125","ENSG00000188529","SRSF10"
"126","ENSG00000188529","SRSF10"
"127","ENSG00000188529","SRSF10"
"128","ENSG00000184677","ZBTB40"
"129","ENSG00000184677","ZBTB40"
"130","ENSG00000116285","ERRFI1"
"131","ENSG00000197982","C1orf122"
"132","ENSG00000011021","CLCN6"
"133","ENSG00000011021","CLCN6"
"134","ENSG00000040487","PQLC2"
"135","ENSG00000142634","EFHD2"
"136","ENSG00000117640","MTFR1L"
"137","ENSG00000117640","MTFR1L"
"138","ENSG00000054118","THRAP3"
"139","ENSG00000126070","AGO3"
"140","ENSG00000126070","AGO3"
"141","ENSG00000127483","HP1BP3"
"142","ENSG00000142920","AZIN2"
"143","ENSG00000142920","AZIN2"
"144","ENSG00000181817","LSM10"
"145","ENSG00000162441","LZIC"
"146","ENSG00000157881","PANK4"
"147","ENSG00000117682","DHDDS"
"148","ENSG00000117682","DHDDS"
"149","ENSG00000117682","DHDDS"
"150","ENSG00000117682","DHDDS"
"151","ENSG00000116151","MORN1"
"152","ENSG00000116151","MORN1"
"153","ENSG00000116663","FBXO6"
"154","ENSG00000171729","TMEM51"
"155","ENSG00000053372","MRTO4"
"156","ENSG00000074800","ENO1"
"157","ENSG00000176022","B3GALT6"
"158","ENSG00000116809","ZBTB17"
"159","ENSG00000116809","ZBTB17"
"160","ENSG00000116954","RRAGC"
"161","ENSG00000090020","SLC9A1"
"162","ENSG00000060642","PIGV"
"163","ENSG00000162545","CAMK2N1"
"164","ENSG00000158747","NBL1"
"165","ENSG00000158747","NBL1"
"166","ENSG00000204178","MACO1"
"167","ENSG00000204178","MACO1"
"168","ENSG00000198492","YTHDF2"
"169","ENSG00000198492","YTHDF2"
"170","ENSG00000186501","TMEM222"
"171","ENSG00000173436","MINOS1"
"172","ENSG00000173436","MINOS1"
"173","ENSG00000188157","AGRN"
"174","ENSG00000078808","SDF4"
"175","ENSG00000078808","SDF4"
"176","ENSG00000244038","DDOST"
"177","ENSG00000244038","DDOST"
"178","ENSG00000049239","H6PD"
"179","ENSG00000162490","DRAXIN"
"180","ENSG00000116922","C1orf109"
"181","ENSG00000116898","MRPS15"
"182","ENSG00000116514","RNF19B"
"183","ENSG00000116514","RNF19B"
"184","ENSG00000116514","RNF19B"
"185","ENSG00000004455","AK2"
"186","ENSG00000004455","AK2"
"187","ENSG00000116885","OSCP1"
"188","ENSG00000116885","OSCP1"
"189","ENSG00000116863","ADPRHL2"
"190","ENSG00000127423","AUNIP"
"191","ENSG00000127423","AUNIP"
"192","ENSG00000162430","SELENON"
"193","ENSG00000162430","SELENON"
"194","ENSG00000132879","FBXO44"
"195","ENSG00000132879","FBXO44"
"196","ENSG00000132879","FBXO44"
"197","ENSG00000116670","MAD2L2"
"198","ENSG00000175087","PDIK1L"
"199","ENSG00000116497","S100PBP"
"200","ENSG00000120656","TAF12"
"201","ENSG00000054116","TRAPPC3"
"202","ENSG00000054116","TRAPPC3"
"203","ENSG00000054116","TRAPPC3"
"204","ENSG00000054116","TRAPPC3"
"205","ENSG00000116871","MAP7D1"
"206","ENSG00000116871","MAP7D1"
"207","ENSG00000116871","MAP7D1"
"208","ENSG00000134668","SPOCD1"
"209","ENSG00000134668","SPOCD1"
"210","ENSG00000116731","PRDM2"
"211","ENSG00000116731","PRDM2"
"212","ENSG00000183520","UTP11"
"213","ENSG00000183431","SF3A3"
"214","ENSG00000169914","OTUD3"
"215","ENSG00000177674","AGTRAP"
"216","ENSG00000177674","AGTRAP"
"217","ENSG00000177674","AGTRAP"
"218","ENSG00000177674","AGTRAP"
"219","ENSG00000160094","ZNF362"
"220","ENSG00000163879","DNALI1"
"221","ENSG00000134697","GNL2"
"222","ENSG00000142686","C1orf216"
"223","ENSG00000126067","PSMB2"
"224","ENSG00000126067","PSMB2"
"225","ENSG00000117602","RCAN3"
"226","ENSG00000117602","RCAN3"
"227","ENSG00000117602","RCAN3"
"228","ENSG00000117602","RCAN3"
"229","ENSG00000116525","TRIM62"
"230","ENSG00000116525","TRIM62"
"231","ENSG00000121766","ZCCHC17"
"232","ENSG00000121766","ZCCHC17"
"233","ENSG00000121766","ZCCHC17"
"234","ENSG00000121766","ZCCHC17"
"235","ENSG00000160058","BSDC1"
"236","ENSG00000160058","BSDC1"
"237","ENSG00000160058","BSDC1"
"238","ENSG00000160058","BSDC1"
"239","ENSG00000160058","BSDC1"
"240","ENSG00000049247","UTS2"
"241","ENSG00000049247","UTS2"
"242","ENSG00000221978","CCNL2"
"243","ENSG00000221978","CCNL2"
"244","ENSG00000175756","AURKAIP1"
"245","ENSG00000171735","CAMTA1"
"246","ENSG00000171735","CAMTA1"
"247","ENSG00000048707","VPS13D"
"248","ENSG00000048707","VPS13D"
"249","ENSG00000159363","ATP13A2"
"250","ENSG00000159363","ATP13A2"
"251","ENSG00000083444","PLOD1"
"252","ENSG00000120942","UBIAD1"
"253","ENSG00000120942","UBIAD1"
"254","ENSG00000142687","KIAA0319L"
"255","ENSG00000057757","PITHD1"
"256","ENSG00000204219","TCEA3"
"257","ENSG00000179163","FUCA1"
"258","ENSG00000127481","UBR4"
"259","ENSG00000204138","PHACTR4"
"260","ENSG00000142694","EVA1B"
"261","ENSG00000162419","GMEB1"
"262","ENSG00000162419","GMEB1"
"263","ENSG00000008130","NADK"
"264","ENSG00000008130","NADK"
"265","ENSG00000008130","NADK"
"266","ENSG00000117318","ID3"
"267","ENSG00000053371","AKR7A2"
"268","ENSG00000116350","SRSF4"
"269","ENSG00000187961","KLHL17"
"270","ENSG00000171824","EXOSC10"
"271","ENSG00000171824","EXOSC10"
"272","ENSG00000163866","SMIM12"
"273","ENSG00000116213","WRAP73"
"274","ENSG00000116273","PHF13"
"275","ENSG00000162413","KLHL21"
"276","ENSG00000175130","MARCKSL1"
"277","ENSG00000169598","DFFB"
"278","ENSG00000127463","EMC1"
"279","ENSG00000127463","EMC1"
"280","ENSG00000127463","EMC1"
"281","ENSG00000159423","ALDH4A1"
"282","ENSG00000159423","ALDH4A1"
"283","ENSG00000142798","HSPG2"
"284","ENSG00000117632","STMN1"
"285","ENSG00000117632","STMN1"
"286","ENSG00000162517","PEF1"
"287","ENSG00000020129","NCDN"
"288","ENSG00000020129","NCDN"
"289","ENSG00000088280","ASAP3"
"290","ENSG00000001461","NIPAL3"
"291","ENSG00000001461","NIPAL3"
"292","ENSG00000001461","NIPAL3"
"293","ENSG00000160051","IQCC"
"294","ENSG00000160051","IQCC"
"295","ENSG00000084623","EIF3I"
"296","ENSG00000197056","ZMYM1"
"297","ENSG00000160055","TMEM234"
"298","ENSG00000117305","HMGCL"
"299","ENSG00000117305","HMGCL"
"300","ENSG00000116198","CEP104"
"301","ENSG00000074964","ARHGEF10L"
"302","ENSG00000134684","YARS"
"303","ENSG00000117614","SYF2"
"304","ENSG00000117614","SYF2"
"305","ENSG00000180198","RCC1"
"306","ENSG00000180198","RCC1"
"307","ENSG00000160075","SSU72"
"308","ENSG00000009780","FAM76A"
"309","ENSG00000009780","FAM76A"
"310","ENSG00000009780","FAM76A"
"311","ENSG00000009780","FAM76A"
"312","ENSG00000009780","FAM76A"
"313","ENSG00000189337","KAZN"
"314","ENSG00000189337","KAZN"
"315","ENSG00000157933","SKI"
"316","ENSG00000168528","SERINC2"
"317","ENSG00000168528","SERINC2"
"318","ENSG00000168528","SERINC2"
"319","ENSG00000131697","NPHP4"
"320","ENSG00000060688","SNRNP40"
"321","ENSG00000162512","SDC3"
"322","ENSG00000060656","PTPRU"
"323","ENSG00000060656","PTPRU"
"324","ENSG00000060656","PTPRU"
"325","ENSG00000060656","PTPRU"
"326","ENSG00000198793","MTOR"
"327","ENSG00000025800","KPNA6"
"328","ENSG00000117616","RSRP1"
"329","ENSG00000160062","ZBTB8A"
"330","ENSG00000160062","ZBTB8A"
"331","ENSG00000180098","TRNAU1AP"
"332","ENSG00000142676","RPL11"
"333","ENSG00000169504","CLIC4"
"334","ENSG00000116478","HDAC1"
"335","ENSG00000162551","ALPL"
"336","ENSG00000162551","ALPL"
"337","ENSG00000162551","ALPL"
"338","ENSG00000146463","ZMYM4"
"339","ENSG00000130764","LRRC47"
"340","ENSG00000130772","MED18"
"341","ENSG00000130766","SESN2"
"342","ENSG00000121775","TMEM39B"
"343","ENSG00000121774","KHDRBS1"
"344","ENSG00000121774","KHDRBS1"
"345","ENSG00000126698","DNAJC8"
"346","ENSG00000130770","ATP5IF1"
"347","ENSG00000130770","ATP5IF1"
"348","ENSG00000130770","ATP5IF1"
"349","ENSG00000049246","PER3"
"350","ENSG00000049246","PER3"
"351","ENSG00000007968","E2F2"
"352","ENSG00000255275",NA
"353","ENSG00000169991","IFFO2"
"354","ENSG00000117308","GALE"
"355","ENSG00000075151","EIF4G3"
"356","ENSG00000075151","EIF4G3"
"357","ENSG00000075151","EIF4G3"
"358","ENSG00000075151","EIF4G3"
"359","ENSG00000004487","KDM1A"
"360","ENSG00000004487","KDM1A"
"361","ENSG00000184007","PTP4A2"
"362","ENSG00000184007","PTP4A2"
"363","ENSG00000184007","PTP4A2"
"364","ENSG00000120948","TARDBP"
"365","ENSG00000007923","DNAJC11"
"366","ENSG00000271741",NA
"367","ENSG00000179403","VWA1"
"368","ENSG00000179403","VWA1"
"369","ENSG00000090686","USP48"
"370","ENSG00000090686","USP48"
"371","ENSG00000090686","USP48"
"372","ENSG00000078900","TP73"
"373","ENSG00000078900","TP73"
"374","ENSG00000078900","TP73"
"375","ENSG00000078900","TP73"
"376","ENSG00000078900","TP73"
"377","ENSG00000011007","ELOA"
"378","ENSG00000133216","EPHB2"
"379","ENSG00000133216","EPHB2"
"380","ENSG00000117751","PPP1R8"
"381","ENSG00000117751","PPP1R8"
"382","ENSG00000117751","PPP1R8"
"383","ENSG00000049245","VAMP3"
"384","ENSG00000117122","MFAP2"
"385","ENSG00000117122","MFAP2"
"386","ENSG00000107404","DVL1"
"387","ENSG00000107404","DVL1"
"388","ENSG00000197530","MIB2"
"389","ENSG00000197530","MIB2"
"390","ENSG00000197530","MIB2"
"391","ENSG00000197530","MIB2"
"392","ENSG00000197530","MIB2"
"393","ENSG00000125945","ZNF436"
"394","ENSG00000125944","HNRNPR"
"395","ENSG00000125944","HNRNPR"
"396","ENSG00000125944","HNRNPR"
"397","ENSG00000125944","HNRNPR"
"398","ENSG00000125944","HNRNPR"
"399","ENSG00000160050","CCDC28B"
"400","ENSG00000160050","CCDC28B"
"401","ENSG00000158161","EYA3"
"402","ENSG00000158161","EYA3"
"403","ENSG00000158161","EYA3"
"404","ENSG00000158161","EYA3"
"405","ENSG00000158156","XKR8"
"406","ENSG00000116649","SRM"
"407","ENSG00000130775","THEMIS2"
"408","ENSG00000130775","THEMIS2"
"409","ENSG00000130775","THEMIS2"
"410","ENSG00000116688","MFN2"
"411","ENSG00000277726",NA
"412","ENSG00000277726",NA
"413","ENSG00000142655","PEX14"
"414","ENSG00000054523","KIF1B"
"415","ENSG00000054523","KIF1B"
"416","ENSG00000116560","SFPQ"
"417","ENSG00000169641","LUZP1"
"418","ENSG00000084652","TXLNA"
"419","ENSG00000163867","ZMYM6"
"420","ENSG00000142599","RERE"
"421","ENSG00000142599","RERE"
"422","ENSG00000175279","CENPS"
"423","ENSG00000204478","PRAMEF20"
"424","ENSG00000058453","CROCC"
"425","ENSG00000179051","RCC2"
"426","ENSG00000162496","DHRS3"
"427","ENSG00000158109","TPRG1L"
"428","ENSG00000157870","PRXL2B"
"429","ENSG00000157870","PRXL2B"
"430","ENSG00000157870","PRXL2B"
"431","ENSG00000157870","PRXL2B"
"432","ENSG00000162591","MEGF6"
"433","ENSG00000142657","PGD"
"434","ENSG00000117748","RPA2"
"435","ENSG00000117748","RPA2"
"436","ENSG00000219481","NBPF1"
"437","ENSG00000251503","CENPS-CORT"
"438","ENSG00000251503","CENPS-CORT"
"439","ENSG00000251503","CENPS-CORT"
"440","ENSG00000142627","EPHA2"
"441","ENSG00000116726","PRAMEF12"
"442","ENSG00000041988","THAP3"
"443","ENSG00000041988","THAP3"
"444","ENSG00000041988","THAP3"
"445","ENSG00000037637","FBXO42"
"446","ENSG00000162408","NOL9"
"447","ENSG00000224051","CPTP"
"448","ENSG00000157191","NECAP2"
"449","ENSG00000157191","NECAP2"
"450","ENSG00000157191","NECAP2"
"451","ENSG00000160049","DFFA"
"452","ENSG00000160049","DFFA"
"453","ENSG00000117298","ECE1"
"454","ENSG00000117298","ECE1"
"455","ENSG00000242485","MRPL20"
"456","ENSG00000117758","STX12"
"457","ENSG00000162576","MXRA8"
"458","ENSG00000162576","MXRA8"
"459","ENSG00000162576","MXRA8"
"460","ENSG00000162576","MXRA8"
"461","ENSG00000055070","SZRD1"
"462","ENSG00000055070","SZRD1"
"463","ENSG00000204859","ZBTB48"
"464","ENSG00000116691","MIIP"
"465","ENSG00000137955","RABGGTB"
"466","ENSG00000116791","CRYZ"
"467","ENSG00000116791","CRYZ"
"468","ENSG00000116791","CRYZ"
"469","ENSG00000162623","TYW3"
"470","ENSG00000162623","TYW3"
"471","ENSG00000274944",NA
"472","ENSG00000274944",NA
"473","ENSG00000274944",NA
"474","ENSG00000116717","GADD45A"
"475","ENSG00000116717","GADD45A"
"476","ENSG00000116717","GADD45A"
"477","ENSG00000086015","MAST2"
"478","ENSG00000159592","GPBP1L1"
"479","ENSG00000117620","SLC35A3"
"480","ENSG00000162613","FUBP1"
"481","ENSG00000278139",NA
"482","ENSG00000172380","GNG12"
"483","ENSG00000116729","WLS"
"484","ENSG00000116729","WLS"
"485","ENSG00000116729","WLS"
"486","ENSG00000067208","EVI5"
"487","ENSG00000067208","EVI5"
"488","ENSG00000127124","HIVEP3"
"489","ENSG00000127124","HIVEP3"
"490","ENSG00000169174","PCSK9"
"491","ENSG00000123472","ATPAF1"
"492","ENSG00000123472","ATPAF1"
"493","ENSG00000123472","ATPAF1"
"494","ENSG00000123472","ATPAF1"
"495","ENSG00000122420","PTGFR"
"496","ENSG00000122420","PTGFR"
"497","ENSG00000152763","WDR78"
"498","ENSG00000152763","WDR78"
"499","ENSG00000156876","SASS6"
"500","ENSG00000162627","SNX7"
"501","ENSG00000162627","SNX7"
"502","ENSG00000078618","NRDC"
"503","ENSG00000078618","NRDC"
"504","ENSG00000078618","NRDC"
"505","ENSG00000117000","RLF"
"506","ENSG00000126091","ST3GAL3"
"507","ENSG00000126091","ST3GAL3"
"508","ENSG00000126091","ST3GAL3"
"509","ENSG00000126091","ST3GAL3"
"510","ENSG00000126091","ST3GAL3"
"511","ENSG00000126091","ST3GAL3"
"512","ENSG00000126091","ST3GAL3"
"513","ENSG00000067334","DNTTIP2"
"514","ENSG00000254685","FPGT"
"515","ENSG00000118454","ANKRD13C"
"516","ENSG00000117010","ZNF684"
"517","ENSG00000171872","KLF17"
"518","ENSG00000122435","TRMT13"
"519","ENSG00000283761",NA
"520","ENSG00000283761",NA
"521","ENSG00000283761",NA
"522","ENSG00000283761",NA
"523","ENSG00000283761",NA
"524","ENSG00000283761",NA
"525","ENSG00000283761",NA
"526","ENSG00000283761",NA
"527","ENSG00000259030","FPGT-TNNI3K"
"528","ENSG00000116754","SRSF11"
"529","ENSG00000116754","SRSF11"
"530","ENSG00000132773","TOE1"
"531","ENSG00000077254","USP33"
"532","ENSG00000077254","USP33"
"533","ENSG00000077254","USP33"
"534","ENSG00000116641","DOCK7"
"535","ENSG00000116641","DOCK7"
"536","ENSG00000116641","DOCK7"
"537","ENSG00000116641","DOCK7"
"538","ENSG00000116641","DOCK7"
"539","ENSG00000116641","DOCK7"
"540","ENSG00000184588","PDE4B"
"541","ENSG00000132768","DPH2"
"542","ENSG00000132768","DPH2"
"543","ENSG00000162595","DIRAS3"
"544","ENSG00000162604","TM2D1"
"545","ENSG00000090621","PABPC4"
"546","ENSG00000090621","PABPC4"
"547","ENSG00000090621","PABPC4"
"548","ENSG00000137948","BRDT"
"549","ENSG00000179862","CITED4"
"550","ENSG00000084073","ZMPSTE24"
"551","ENSG00000188641","DPYD"
"552","ENSG00000188641","DPYD"
"553","ENSG00000154027","AK5"
"554","ENSG00000154027","AK5"
"555","ENSG00000066557","LRRC40"
"556","ENSG00000099260","PALMD"
"557","ENSG00000066135","KDM4A"
"558","ENSG00000173846","PLK3"
"559","ENSG00000162599","NFIA"
"560","ENSG00000162599","NFIA"
"561","ENSG00000162599","NFIA"
"562","ENSG00000243725","TTC4"
"563","ENSG00000024526","DEPDC1"
"564","ENSG00000024526","DEPDC1"
"565","ENSG00000137992","DBT"
"566","ENSG00000153936","HS2ST1"
"567","ENSG00000153936","HS2ST1"
"568","ENSG00000126088","UROD"
"569","ENSG00000168389","MFSD2A"
"570","ENSG00000168389","MFSD2A"
"571","ENSG00000168389","MFSD2A"
"572","ENSG00000142871","CYR61"
"573","ENSG00000162643","WDR63"
"574","ENSG00000162643","WDR63"
"575","ENSG00000172456","FGGY"
"576","ENSG00000172456","FGGY"
"577","ENSG00000172456","FGGY"
"578","ENSG00000172456","FGGY"
"579","ENSG00000162642","C1orf52"
"580","ENSG00000185104","FAF1"
"581","ENSG00000134709","HOOK1"
"582","ENSG00000282057",NA
"583","ENSG00000282057",NA
"584","ENSG00000282057",NA
"585","ENSG00000142867","BCL10"
"586","ENSG00000153904","DDAH1"
"587","ENSG00000153904","DDAH1"
"588","ENSG00000153904","DDAH1"
"589","ENSG00000123080","CDKN2C"
"590","ENSG00000137962","ARHGAP29"
"591","ENSG00000123091","RNF11"
"592","ENSG00000117528","ABCD3"
"593","ENSG00000187801","ZFP69B"
"594","ENSG00000137960","GIPC2"
"595","ENSG00000132485","ZRANB2"
"596","ENSG00000132485","ZRANB2"
"597","ENSG00000132763","MMACHC"
"598","ENSG00000132763","MMACHC"
"599","ENSG00000070759","TESK2"
"600","ENSG00000084070","SMAP2"
"601","ENSG00000084070","SMAP2"
"602","ENSG00000084070","SMAP2"
"603","ENSG00000084070","SMAP2"
"604","ENSG00000156869","FRRS1"
"605","ENSG00000036549",NA
"606","ENSG00000036549",NA
"607","ENSG00000116205","TCEANC2"
"608","ENSG00000137942","FNBP1L"
"609","ENSG00000137942","FNBP1L"
"610","ENSG00000137942","FNBP1L"
"611","ENSG00000162368","CMPK1"
"612","ENSG00000162368","CMPK1"
"613","ENSG00000174332","GLIS1"
"614","ENSG00000186409","CCDC30"
"615","ENSG00000010803","SCMH1"
"616","ENSG00000010803","SCMH1"
"617","ENSG00000010803","SCMH1"
"618","ENSG00000010803","SCMH1"
"619","ENSG00000162377","COA7"
"620","ENSG00000267561",NA
"621","ENSG00000085832","EPS15"
"622","ENSG00000132128","LRRC41"
"623","ENSG00000132780","NASP"
"624","ENSG00000132780","NASP"
"625","ENSG00000132780","NASP"
"626","ENSG00000168653","NDUFS5"
"627","ENSG00000079739","PGM1"
"628","ENSG00000079739","PGM1"
"629","ENSG00000079739","PGM1"
"630","ENSG00000172260","NEGR1"
"631","ENSG00000197568","HHLA3"
"632","ENSG00000197568","HHLA3"
"633","ENSG00000197568","HHLA3"
"634","ENSG00000197429","IPP"
"635","ENSG00000197429","IPP"
"636","ENSG00000117519","CNN3"
"637","ENSG00000117519","CNN3"
"638","ENSG00000117519","CNN3"
"639","ENSG00000271092","TMEM56-RWDD3"
"640","ENSG00000122481","RWDD3"
"641","ENSG00000122481","RWDD3"
"642","ENSG00000142892","PIGK"
"643","ENSG00000142856","ITGB3BP"
"644","ENSG00000142856","ITGB3BP"
"645","ENSG00000117410","ATP6V0B"
"646","ENSG00000117410","ATP6V0B"
"647","ENSG00000117410","ATP6V0B"
"648","ENSG00000085998","POMGNT1"
"649","ENSG00000085998","POMGNT1"
"650","ENSG00000162434","JAK1"
"651","ENSG00000116761","CTH"
"652","ENSG00000116761","CTH"
"653","ENSG00000116761","CTH"
"654","ENSG00000162390","ACOT11"
"655","ENSG00000162390","ACOT11"
"656","ENSG00000117174","ZNHIT6"
"657","ENSG00000117174","ZNHIT6"
"658","ENSG00000183291","SELENOF"
"659","ENSG00000183291","SELENOF"
"660","ENSG00000126106","TMEM53"
"661","ENSG00000126106","TMEM53"
"662","ENSG00000162616","DNAJB4"
"663","ENSG00000162614","NEXN"
"664","ENSG00000162614","NEXN"
"665","ENSG00000178028","DMAP1"
"666","ENSG00000198198","SZT2"
"667","ENSG00000117859","OSBPL9"
"668","ENSG00000117859","OSBPL9"
"669","ENSG00000117859","OSBPL9"
"670","ENSG00000117859","OSBPL9"
"671","ENSG00000117859","OSBPL9"
"672","ENSG00000117859","OSBPL9"
"673","ENSG00000117859","OSBPL9"
"674","ENSG00000172339","ALG14"
"675","ENSG00000180488","MIGA1"
"676","ENSG00000180488","MIGA1"
"677","ENSG00000088035","ALG6"
"678","ENSG00000117054","ACADM"
"679","ENSG00000117054","ACADM"
"680","ENSG00000117054","ACADM"
"681","ENSG00000117054","ACADM"
"682","ENSG00000117411","B4GALT2"
"683","ENSG00000085999","RAD54L"
"684","ENSG00000117408","IPO13"
"685","ENSG00000125703","ATG4C"
"686","ENSG00000162607","USP1"
"687","ENSG00000131236","CAP1"
"688","ENSG00000131236","CAP1"
"689","ENSG00000117399","CDC20"
"690","ENSG00000174574","AKIRIN1"
"691","ENSG00000174574","AKIRIN1"
"692","ENSG00000164002","EXO5"
"693","ENSG00000156875","MFSD14A"
"694","ENSG00000203965","EFCAB7"
"695","ENSG00000117461","PIK3R3"
"696","ENSG00000117461","PIK3R3"
"697","ENSG00000079335","CDC14A"
"698","ENSG00000159596","TMEM69"
"699","ENSG00000137996","RTCA"
"700","ENSG00000137996","RTCA"
"701","ENSG00000117450","PRDX1"
"702","ENSG00000122417","ODF2L"
"703","ENSG00000122417","ODF2L"
"704","ENSG00000122417","ODF2L"
"705","ENSG00000142949","PTPRF"
"706","ENSG00000142949","PTPRF"
"707","ENSG00000070785","EIF2B3"
"708","ENSG00000070785","EIF2B3"
"709","ENSG00000070785","EIF2B3"
"710","ENSG00000132849","PATJ"
"711","ENSG00000066322","ELOVL1"
"712","ENSG00000066322","ELOVL1"
"713","ENSG00000132122","SPATA6"
"714","ENSG00000132122","SPATA6"
"715","ENSG00000177868","SVBP"
"716","ENSG00000178922","HYI"
"717","ENSG00000178922","HYI"
"718","ENSG00000178922","HYI"
"719","ENSG00000178922","HYI"
"720","ENSG00000117394","SLC2A1"
"721","ENSG00000116221","MRPL37"
"722","ENSG00000116221","MRPL37"
"723","ENSG00000162601","MYSM1"
"724","ENSG00000177606","JUN"
"725","ENSG00000162373","BEND5"
"726","ENSG00000174021","GNG5"
"727","ENSG00000162688","AGL"
"728","ENSG00000162688","AGL"
"729","ENSG00000131238","PPT1"
"730","ENSG00000131238","PPT1"
"731","ENSG00000117448","AKR1A1"
"732","ENSG00000117598","PLPPR5"
"733","ENSG00000117598","PLPPR5"
"734","ENSG00000097033","SH3GLB1"
"735","ENSG00000097033","SH3GLB1"
"736","ENSG00000097033","SH3GLB1"
"737","ENSG00000097033","SH3GLB1"
"738","ENSG00000117151","CTBS"
"739","ENSG00000162384","C1orf123"
"740","ENSG00000162378","ZYG11B"
"741","ENSG00000137965","IFI44"
"742","ENSG00000116704","SLC35D1"
